NEW,P.SYMBOL,P.DATE,P.PRICE,EST.S.DATE,EST.S.PRICE,EST.PROFITPCT,EST.PROFITPCT252D,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
-,ASX-A2M,2020-01-22,15.59,2020-07-05,23.89,53.24,81.0,2020-03-17,15.15,OPEN,-2.82,-13.0,33.0,-5.0
-,ASX-A2M,2020-01-22,15.59,2020-10-24,34.02,118.22,108.0,2020-03-17,15.15,OPEN,-2.82,-13.0,20.0,-2.0
-,0175.HK,2020-01-22,14.1,2020-11-15,18.96,34.47,29.0,2020-03-17,11.78,OPEN,-16.45,-75.0,18.0,-48.0
-,NFLX,2020-01-23,349.6,2020-08-04,491.61,40.62,53.0,2020-02-17,491.61,CLOSED,40.62,409.0,13.0,100.0
-,ASX-A2M,2020-01-23,15.31,2020-08-10,19.97,30.44,38.0,2020-03-17,15.15,OPEN,-1.05,-5.0,27.0,-3.0
-,ASX-NAN,2020-01-28,6.83,2020-12-18,9.64,41.14,32.0,2020-03-17,5.67,OPEN,-16.98,-87.0,15.0,-41.0
-,0268.HK,2020-01-29,8.71,2020-09-12,11.65,33.75,37.0,2020-03-17,8.83,OPEN,1.38,7.0,21.0,4.0
-,NFLX,2020-01-30,347.74,2020-06-26,495.11,42.38,72.0,2020-02-17,495.11,CLOSED,42.38,593.0,12.0,100.0
-,0175.HK,2020-01-31,12.54,2020-10-23,18.85,50.32,48.0,2020-03-17,11.78,OPEN,-6.06,-33.0,17.0,-12.0
-,2208.HK,2020-01-31,8.23,2020-12-26,10.94,32.93,25.0,2020-03-17,6.37,OPEN,-22.6,-124.0,14.0,-69.0
-,0175.HK,2020-01-31,12.54,2020-11-24,16.86,34.45,29.0,2020-03-17,11.78,OPEN,-6.06,-33.0,15.0,-18.0
-,AMZN,2020-01-31,2008.72,2020-08-08,2650.71,31.96,42.0,2020-03-16,1689.15,OPEN,-15.91,-89.0,24.0,-50.0
-,0857.HK,2020-02-03,3.38,2020-10-30,5.39,59.47,56.0,2020-03-17,2.44,OPEN,-27.81,-163.0,16.0,-47.0
-,0175.HK,2020-02-03,12.6,2020-10-26,18.94,50.32,48.0,2020-03-17,11.78,OPEN,-6.51,-38.0,16.0,-13.0
-,0175.HK,2020-02-03,12.6,2020-11-27,16.94,34.44,29.0,2020-03-17,11.78,OPEN,-6.51,-38.0,14.0,-19.0
-,AMZN,2020-02-03,2004.2,2020-08-13,2651.76,32.31,42.0,2020-03-16,1689.15,OPEN,-15.72,-94.0,22.0,-49.0
-,LULU,2020-02-03,246.37,2020-10-15,324.81,31.84,31.0,2020-03-16,138.98,OPEN,-43.59,-262.0,16.0,-137.0
-,0288.HK,2020-02-04,7.45,2020-08-14,11.31,51.81,68.0,2020-03-17,6.66,OPEN,-10.6,-64.0,22.0,-20.0
-,2208.HK,2020-02-04,8.31,2021-01-11,11.08,33.33,25.0,2020-03-17,6.37,OPEN,-23.35,-140.0,12.0,-70.0
-,0175.HK,2020-02-04,12.76,2020-10-27,19.18,50.31,48.0,2020-03-17,11.78,OPEN,-7.68,-46.0,16.0,-15.0
-,2208.HK,2020-02-04,8.31,2020-12-30,11.05,32.97,25.0,2020-03-17,6.37,OPEN,-23.35,-140.0,13.0,-71.0
-,0175.HK,2020-02-04,12.76,2020-11-28,17.16,34.48,29.0,2020-03-17,11.78,OPEN,-7.68,-46.0,14.0,-22.0
-,MA,2020-02-04,329.12,2020-11-19,428.09,30.07,26.0,2020-03-16,235.65,OPEN,-28.4,-175.0,14.0,-94.0
-,0288.HK,2020-02-05,7.66,2020-08-15,11.63,51.83,68.0,2020-03-17,6.66,OPEN,-13.05,-80.0,21.0,-25.0
-,0175.HK,2020-02-05,13.06,2020-10-28,19.63,50.31,48.0,2020-03-17,11.78,OPEN,-9.8,-60.0,15.0,-19.0
-,0175.HK,2020-02-05,13.06,2020-11-29,17.56,34.46,29.0,2020-03-17,11.78,OPEN,-9.8,-60.0,14.0,-28.0
-,ASX-NAN,2020-02-06,7.15,2021-01-06,9.87,38.04,29.0,2020-03-17,5.67,OPEN,-20.7,-130.0,12.0,-54.0
-,ASX-REA,2020-02-07,116.9,2020-08-19,153.45,31.27,41.0,2020-03-17,82.39,OPEN,-29.52,-191.0,20.0,-94.0
-,0753.HK,2020-02-07,6.97,2021-01-30,9.24,32.57,23.0,2020-03-17,6.08,OPEN,-12.77,-83.0,11.0,-39.0
-,V,2020-02-10,205.99,2020-12-25,274.44,33.23,26.0,2020-03-16,152.01,OPEN,-26.21,-189.0,11.0,-79.0
-,ASX-A2M,2020-02-11,14.89,2020-08-01,22.17,48.89,72.0,2020-03-17,15.15,OPEN,1.75,13.0,20.0,4.0
-,V,2020-02-14,210.29,2020-12-25,282.73,34.45,28.0,2020-03-16,152.01,OPEN,-27.71,-225.0,10.0,-80.0
-,ASX-A2M,2020-02-18,15.75,2020-07-31,24.14,53.27,82.0,2020-03-17,15.15,OPEN,-3.81,-34.0,17.0,-7.0
-,ASX-A2M,2020-02-18,15.75,2020-11-19,34.37,118.22,108.0,2020-03-17,15.15,OPEN,-3.81,-34.0,10.0,-3.0
-,0753.HK,2020-02-20,6.98,2021-02-11,9.25,32.52,23.0,2020-03-17,6.08,OPEN,-12.89,-125.0,7.0,-40.0
-,3898.HK,2020-02-20,31.0,2020-11-29,41.29,33.19,30.0,2020-03-17,22.15,OPEN,-28.55,-277.0,9.0,-86.0
-,0857.HK,2020-02-25,3.19,2020-11-20,5.09,59.56,56.0,2020-03-17,2.44,OPEN,-23.51,-282.0,8.0,-39.0
-,MA,2020-02-28,290.25,2020-11-21,394.74,36.0,34.0,2020-03-16,235.65,OPEN,-18.81,-279.0,6.0,-52.0
-,MA,2020-02-28,290.25,2021-02-06,405.94,39.86,29.0,2020-03-16,235.65,OPEN,-18.81,-279.0,5.0,-47.0
-,1415.HK,2020-03-02,1.77,2020-12-13,2.5,41.24,36.0,2020-03-17,1.34,OPEN,-24.29,-408.0,5.0,-59.0
-,2208.HK,2020-03-02,7.92,2021-02-06,10.56,33.33,25.0,2020-03-17,6.37,OPEN,-19.57,-329.0,4.0,-59.0
-,0857.HK,2020-03-02,3.1,2020-11-26,4.95,59.68,56.0,2020-03-17,2.44,OPEN,-21.29,-358.0,6.0,-36.0
-,2208.HK,2020-03-02,7.92,2021-01-25,10.53,32.95,25.0,2020-03-17,6.37,OPEN,-19.57,-329.0,5.0,-59.0
-,LULU,2020-03-02,228.9,2021-02-24,338.15,47.73,34.0,2020-03-16,138.98,OPEN,-39.28,-707.0,4.0,-82.0
-,XAR,2020-03-02,102.75,2020-12-20,140.68,36.91,32.0,2020-03-16,69.9,OPEN,-31.97,-575.0,5.0,-87.0
-,XAR,2020-03-02,102.75,2020-08-26,137.55,33.87,48.0,2020-03-16,69.9,OPEN,-31.97,-575.0,8.0,-94.0
-,AMZN,2020-03-02,1953.95,2021-01-24,3154.85,61.46,47.0,2020-03-16,1689.15,OPEN,-13.55,-244.0,4.0,-22.0
-,LULU,2020-03-02,228.9,2021-02-16,353.1,54.26,39.0,2020-03-16,138.98,OPEN,-39.28,-707.0,4.0,-72.0
-,MA,2020-03-02,306.74,2020-11-24,417.17,36.0,34.0,2020-03-16,235.65,OPEN,-23.18,-417.0,5.0,-64.0
-,MA,2020-03-02,306.74,2021-02-09,429.01,39.86,29.0,2020-03-16,235.65,OPEN,-23.18,-417.0,4.0,-58.0
-,AMZN,2020-03-02,1953.95,2020-12-31,2876.41,47.21,39.0,2020-03-16,1689.15,OPEN,-13.55,-244.0,5.0,-29.0
-,RIO,2020-03-02,48.77,2021-02-24,64.12,31.47,22.0,2020-03-16,40.26,OPEN,-17.45,-314.0,4.0,-55.0
-,RIO,2020-03-02,48.77,2021-01-20,67.83,39.08,30.0,2020-03-16,40.26,OPEN,-17.45,-314.0,4.0,-45.0
-,ASX-A2M,2020-03-03,16.13,2020-08-22,24.02,48.92,72.0,2020-03-17,15.15,OPEN,-6.08,-109.0,8.0,-12.0
-,ASX-REA,2020-03-03,98.55,2020-12-11,131.51,33.44,30.0,2020-03-17,82.39,OPEN,-16.4,-295.0,5.0,-49.0
-,ASX-REA,2020-03-03,98.55,2020-11-24,135.48,37.47,35.0,2020-03-17,82.39,OPEN,-16.4,-295.0,5.0,-44.0
-,ASX-REA,2020-03-03,98.55,2021-01-04,137.91,39.94,33.0,2020-03-17,82.39,OPEN,-16.4,-295.0,5.0,-41.0
-,ASX-REA,2020-03-03,98.55,2020-11-07,138.15,40.18,41.0,2020-03-17,82.39,OPEN,-16.4,-295.0,6.0,-41.0
-,0173.HK,2020-03-03,3.78,2021-03-02,5.62,48.68,34.0,2020-03-17,3.22,OPEN,-14.81,-267.0,4.0,-30.0
-,2208.HK,2020-03-04,7.74,2021-01-27,10.29,32.95,25.0,2020-03-17,6.37,OPEN,-17.7,-343.0,4.0,-54.0
-,ASX-REA,2020-03-05,100.8,2020-12-13,134.51,33.44,30.0,2020-03-17,82.39,OPEN,-18.26,-383.0,4.0,-55.0
-,ASX-REA,2020-03-05,100.8,2020-11-26,138.57,37.47,35.0,2020-03-17,82.39,OPEN,-18.26,-383.0,5.0,-49.0
-,ASX-REA,2020-03-05,100.8,2021-01-06,141.06,39.94,33.0,2020-03-17,82.39,OPEN,-18.26,-383.0,4.0,-46.0
-,ASX-REA,2020-03-05,100.8,2020-11-09,141.3,40.18,41.0,2020-03-17,82.39,OPEN,-18.26,-383.0,5.0,-45.0
-,2208.HK,2020-03-05,7.96,2021-01-28,10.58,32.91,25.0,2020-03-17,6.37,OPEN,-19.97,-419.0,4.0,-61.0
-,ASX-REA,2020-03-10,97.45,2020-12-18,130.68,34.1,30.0,2020-03-17,82.39,OPEN,-15.45,-556.0,2.0,-45.0
-,ASX-REA,2020-03-10,97.45,2020-12-01,134.64,38.16,36.0,2020-03-17,82.39,OPEN,-15.45,-556.0,3.0,-40.0
-,ASX-REA,2020-03-10,97.45,2021-01-11,137.05,40.64,33.0,2020-03-17,82.39,OPEN,-15.45,-556.0,2.0,-38.0
-,ASX-REA,2020-03-10,97.45,2020-11-14,137.29,40.88,41.0,2020-03-17,82.39,OPEN,-15.45,-556.0,3.0,-38.0
-,LULU,2020-03-10,203.81,2021-03-04,302.86,48.6,34.0,2020-03-16,138.98,OPEN,-31.81,-1336.0,2.0,-65.0
-,XAR,2020-03-10,92.11,2020-09-03,124.05,34.68,49.0,2020-03-16,69.9,OPEN,-24.11,-1013.0,3.0,-70.0
-,DIS,2020-03-10,111.46,2020-07-03,146.41,31.36,69.0,2020-03-16,95.01,OPEN,-14.76,-620.0,5.0,-47.0
-,DIS,2020-03-10,111.46,2020-11-18,171.27,53.66,53.0,2020-03-16,95.01,OPEN,-14.76,-620.0,2.0,-28.0
-,AMZN,2020-03-10,1891.82,2021-02-01,3072.69,62.42,48.0,2020-03-16,1689.15,OPEN,-10.71,-450.0,2.0,-17.0
-,LULU,2020-03-10,203.81,2021-02-24,316.19,55.14,40.0,2020-03-16,138.98,OPEN,-31.81,-1336.0,2.0,-58.0
-,MA,2020-03-10,280.57,2020-12-02,383.82,36.8,35.0,2020-03-16,235.65,OPEN,-16.01,-672.0,2.0,-44.0
-,TSLA,2020-03-10,645.0,2020-12-21,878.88,36.26,32.0,2020-03-16,445.07,OPEN,-31.0,-1302.0,2.0,-85.0
-,MA,2020-03-10,280.57,2021-02-17,394.76,40.7,30.0,2020-03-16,235.65,OPEN,-16.01,-672.0,2.0,-39.0
-,AMZN,2020-03-10,1891.82,2021-01-08,2801.41,48.08,40.0,2020-03-16,1689.15,OPEN,-10.71,-450.0,2.0,-22.0
-,RIO,2020-03-10,45.8,2021-01-28,64.08,39.91,31.0,2020-03-16,40.26,OPEN,-12.1,-508.0,2.0,-30.0
-,ASX-REA,2020-03-13,92.88,2020-12-21,124.55,34.1,30.0,2020-03-17,82.39,OPEN,-11.29,-711.0,1.0,-33.0
-,ASX-REA,2020-03-13,92.88,2020-12-04,128.32,38.16,36.0,2020-03-17,82.39,OPEN,-11.29,-711.0,2.0,-30.0
-,ASX-REA,2020-03-13,92.88,2021-01-14,130.63,40.64,33.0,2020-03-17,82.39,OPEN,-11.29,-711.0,1.0,-28.0
-,ASX-REA,2020-03-13,92.88,2020-11-17,130.85,40.88,41.0,2020-03-17,82.39,OPEN,-11.29,-711.0,2.0,-28.0
-,0175.HK,2020-03-13,12.86,2021-01-04,17.34,34.84,30.0,2020-03-17,11.78,OPEN,-8.4,-529.0,1.0,-24.0
-,LULU,2020-03-13,176.75,2021-03-07,262.65,48.6,34.0,2020-03-16,138.98,OPEN,-21.37,-1795.0,1.0,-44.0
-,NKE,2020-03-13,75.58,2020-12-10,104.01,37.62,35.0,2020-03-16,66.79,OPEN,-11.63,-977.0,1.0,-31.0
-,NKE,2020-03-13,75.58,2020-11-28,103.76,37.28,36.0,2020-03-16,66.79,OPEN,-11.63,-977.0,1.0,-31.0
-,XAR,2020-03-13,80.63,2020-09-06,108.59,34.68,49.0,2020-03-16,69.9,OPEN,-13.31,-1118.0,2.0,-38.0
-,FB,2020-03-13,170.28,2020-08-17,246.17,44.57,72.0,2020-03-16,146.01,OPEN,-14.25,-1197.0,2.0,-32.0
-,DIS,2020-03-13,102.52,2020-07-06,134.67,31.36,69.0,2020-03-16,95.01,OPEN,-7.33,-616.0,3.0,-23.0
-,DIS,2020-03-13,102.52,2020-11-21,157.53,53.66,53.0,2020-03-16,95.01,OPEN,-7.33,-616.0,1.0,-14.0
-,AMZN,2020-03-13,1785.0,2021-02-04,2899.2,62.42,48.0,2020-03-16,1689.15,OPEN,-5.37,-451.0,1.0,-9.0
-,LULU,2020-03-13,176.75,2021-02-27,274.21,55.14,40.0,2020-03-16,138.98,OPEN,-21.37,-1795.0,1.0,-39.0
-,MA,2020-03-13,270.01,2020-12-05,369.37,36.8,35.0,2020-03-16,235.65,OPEN,-12.73,-1069.0,1.0,-35.0
-,MA,2020-03-13,270.01,2021-02-20,379.9,40.7,30.0,2020-03-16,235.65,OPEN,-12.73,-1069.0,1.0,-31.0
-,AMZN,2020-03-13,1785.0,2021-01-11,2643.23,48.08,40.0,2020-03-16,1689.15,OPEN,-5.37,-451.0,1.0,-11.0
-,BA,2020-03-13,170.2,2021-02-05,225.94,32.75,25.0,2020-03-16,129.61,OPEN,-23.85,-2003.0,1.0,-73.0
+,ASX-REA,2020-03-17,82.39,2020-12-25,110.48,34.09,30.0,2020-03-17,82.39,OPEN,0.0,0.0,0.0,0.0
+,ASX-REA,2020-03-17,82.39,2020-12-08,113.83,38.16,36.0,2020-03-17,82.39,OPEN,0.0,0.0,0.0,0.0
+,ASX-REA,2020-03-17,82.39,2021-01-18,115.87,40.64,33.0,2020-03-17,82.39,OPEN,0.0,0.0,0.0,0.0
+,ASX-REA,2020-03-17,82.39,2020-11-21,116.07,40.88,41.0,2020-03-17,82.39,OPEN,0.0,0.0,0.0,0.0
