NEW,P.SYMBOL,P.DATE,P.PRICE,EST.S.DATE,EST.S.PRICE,EST.PROFITPCT,EST.PROFITPCT252D,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
-,ASX-A2M,2020-01-22,15.59,2020-07-05,23.89,53.24,81.0,2020-03-23,15.4,OPEN,-1.22,-5.0,37.0,-2.0
-,ASX-A2M,2020-01-22,15.59,2020-10-24,34.02,118.22,108.0,2020-03-23,15.4,OPEN,-1.22,-5.0,22.0,-1.0
-,0175.HK,2020-01-22,14.1,2020-11-15,18.96,34.47,29.0,2020-03-20,10.96,OPEN,-22.27,-97.0,19.0,-65.0
-,NFLX,2020-01-23,349.6,2020-08-04,491.61,40.62,53.0,2020-02-17,491.61,CLOSED,40.62,409.0,13.0,100.0
-,ASX-A2M,2020-01-23,15.31,2020-08-10,19.97,30.44,38.0,2020-03-23,15.4,OPEN,0.59,2.0,30.0,2.0
-,ASX-NAN,2020-01-28,6.83,2020-12-18,9.64,41.14,32.0,2020-03-23,4.37,OPEN,-36.02,-165.0,17.0,-88.0
-,0268.HK,2020-01-29,8.71,2020-09-12,11.65,33.75,37.0,2020-03-20,10.12,OPEN,16.19,80.0,22.0,48.0
-,NFLX,2020-01-30,347.74,2020-06-26,495.11,42.38,72.0,2020-02-17,495.11,CLOSED,42.38,593.0,12.0,100.0
-,0175.HK,2020-01-31,12.54,2020-10-23,18.85,50.32,48.0,2020-03-20,10.96,OPEN,-12.6,-65.0,18.0,-25.0
-,2208.HK,2020-01-31,8.23,2020-12-26,10.94,32.93,25.0,2020-03-20,6.46,OPEN,-21.51,-111.0,15.0,-65.0
-,0175.HK,2020-01-31,12.54,2020-11-24,16.86,34.45,29.0,2020-03-20,10.96,OPEN,-12.6,-65.0,16.0,-37.0
-,AMZN,2020-01-31,2008.72,2020-08-08,2650.71,31.96,42.0,2020-03-20,1846.09,OPEN,-8.1,-42.0,26.0,-25.0
-,0857.HK,2020-02-03,3.38,2020-10-30,5.39,59.47,56.0,2020-03-20,2.44,OPEN,-27.81,-152.0,17.0,-47.0
-,0175.HK,2020-02-03,12.6,2020-10-26,18.94,50.32,48.0,2020-03-20,10.96,OPEN,-13.02,-71.0,17.0,-26.0
-,0175.HK,2020-02-03,12.6,2020-11-27,16.94,34.44,29.0,2020-03-20,10.96,OPEN,-13.02,-71.0,15.0,-38.0
-,AMZN,2020-02-03,2004.2,2020-08-13,2651.76,32.31,42.0,2020-03-20,1846.09,OPEN,-7.89,-43.0,24.0,-24.0
-,LULU,2020-02-03,246.37,2020-10-15,324.81,31.84,31.0,2020-03-20,165.01,OPEN,-33.02,-181.0,18.0,-104.0
-,0288.HK,2020-02-04,7.45,2020-08-14,11.31,51.81,68.0,2020-03-20,6.32,OPEN,-15.17,-85.0,23.0,-29.0
-,2208.HK,2020-02-04,8.31,2021-01-11,11.08,33.33,25.0,2020-03-20,6.46,OPEN,-22.26,-125.0,13.0,-67.0
-,0175.HK,2020-02-04,12.76,2020-10-27,19.18,50.31,48.0,2020-03-20,10.96,OPEN,-14.11,-79.0,17.0,-28.0
-,2208.HK,2020-02-04,8.31,2020-12-30,11.05,32.97,25.0,2020-03-20,6.46,OPEN,-22.26,-125.0,14.0,-68.0
-,0175.HK,2020-02-04,12.76,2020-11-28,17.16,34.48,29.0,2020-03-20,10.96,OPEN,-14.11,-79.0,15.0,-41.0
-,MA,2020-02-04,329.12,2020-11-19,428.09,30.07,26.0,2020-03-20,211.42,OPEN,-35.76,-200.0,16.0,-119.0
-,0288.HK,2020-02-05,7.66,2020-08-15,11.63,51.83,68.0,2020-03-20,6.32,OPEN,-17.49,-100.0,23.0,-34.0
-,0175.HK,2020-02-05,13.06,2020-10-28,19.63,50.31,48.0,2020-03-20,10.96,OPEN,-16.08,-92.0,17.0,-32.0
-,0175.HK,2020-02-05,13.06,2020-11-29,17.56,34.46,29.0,2020-03-20,10.96,OPEN,-16.08,-92.0,15.0,-47.0
-,ASX-NAN,2020-02-06,7.15,2021-01-06,9.87,38.04,29.0,2020-03-23,4.37,OPEN,-38.88,-213.0,14.0,-102.0
-,ASX-REA,2020-02-07,116.9,2020-08-19,153.45,31.27,41.0,2020-03-23,65.02,OPEN,-44.38,-249.0,23.0,-142.0
-,0753.HK,2020-02-07,6.97,2021-01-30,9.24,32.57,23.0,2020-03-20,5.36,OPEN,-23.1,-139.0,12.0,-71.0
-,V,2020-02-10,205.99,2020-12-25,274.44,33.23,26.0,2020-03-20,146.83,OPEN,-28.72,-186.0,12.0,-86.0
-,ASX-A2M,2020-02-11,14.89,2020-08-01,22.17,48.89,72.0,2020-03-23,15.4,OPEN,3.43,21.0,24.0,7.0
-,V,2020-02-14,210.29,2020-12-25,282.73,34.45,28.0,2020-03-20,146.83,OPEN,-30.18,-217.0,11.0,-88.0
-,ASX-A2M,2020-02-18,15.75,2020-07-31,24.14,53.27,82.0,2020-03-23,15.4,OPEN,-2.22,-16.0,21.0,-4.0
-,ASX-A2M,2020-02-18,15.75,2020-11-19,34.37,118.22,108.0,2020-03-23,15.4,OPEN,-2.22,-16.0,12.0,-2.0
-,0753.HK,2020-02-20,6.98,2021-02-11,9.25,32.52,23.0,2020-03-20,5.36,OPEN,-23.21,-202.0,8.0,-71.0
-,3898.HK,2020-02-20,31.0,2020-11-29,41.29,33.19,30.0,2020-03-20,21.8,OPEN,-29.68,-258.0,10.0,-89.0
-,0857.HK,2020-02-25,3.19,2020-11-20,5.09,59.56,56.0,2020-03-20,2.44,OPEN,-23.51,-247.0,9.0,-39.0
-,MA,2020-02-28,290.25,2020-11-21,394.74,36.0,34.0,2020-03-20,211.42,OPEN,-27.16,-326.0,8.0,-75.0
-,MA,2020-02-28,290.25,2021-02-06,405.94,39.86,29.0,2020-03-20,211.42,OPEN,-27.16,-326.0,6.0,-68.0
-,1415.HK,2020-03-02,1.77,2020-12-13,2.5,41.24,36.0,2020-03-20,1.29,OPEN,-27.12,-380.0,6.0,-66.0
-,2208.HK,2020-03-02,7.92,2021-02-06,10.56,33.33,25.0,2020-03-20,6.46,OPEN,-18.43,-258.0,5.0,-55.0
-,0857.HK,2020-03-02,3.1,2020-11-26,4.95,59.68,56.0,2020-03-20,2.44,OPEN,-21.29,-298.0,7.0,-36.0
-,2208.HK,2020-03-02,7.92,2021-01-25,10.53,32.95,25.0,2020-03-20,6.46,OPEN,-18.43,-258.0,5.0,-56.0
-,LULU,2020-03-02,228.9,2021-02-24,338.15,47.73,34.0,2020-03-20,165.01,OPEN,-27.91,-391.0,5.0,-58.0
-,XAR,2020-03-02,102.75,2020-12-20,140.68,36.91,32.0,2020-03-20,65.12,OPEN,-36.62,-513.0,6.0,-99.0
-,XAR,2020-03-02,102.75,2020-08-26,137.55,33.87,48.0,2020-03-20,65.12,OPEN,-36.62,-513.0,10.0,-108.0
-,AMZN,2020-03-02,1953.95,2021-01-24,3154.85,61.46,47.0,2020-03-20,1846.09,OPEN,-5.52,-77.0,5.0,-9.0
-,LULU,2020-03-02,228.9,2021-02-16,353.1,54.26,39.0,2020-03-20,165.01,OPEN,-27.91,-391.0,5.0,-51.0
-,MA,2020-03-02,306.74,2020-11-24,417.17,36.0,34.0,2020-03-20,211.42,OPEN,-31.08,-435.0,7.0,-86.0
-,MA,2020-03-02,306.74,2021-02-09,429.01,39.86,29.0,2020-03-20,211.42,OPEN,-31.08,-435.0,5.0,-78.0
-,AMZN,2020-03-02,1953.95,2020-12-31,2876.41,47.21,39.0,2020-03-20,1846.09,OPEN,-5.52,-77.0,6.0,-12.0
-,RIO,2020-03-02,48.77,2021-02-24,64.12,31.47,22.0,2020-03-20,36.57,OPEN,-25.02,-350.0,5.0,-79.0
-,RIO,2020-03-02,48.77,2021-01-20,67.83,39.08,30.0,2020-03-20,36.57,OPEN,-25.02,-350.0,6.0,-64.0
-,ASX-A2M,2020-03-03,16.13,2020-08-22,24.02,48.92,72.0,2020-03-23,15.4,OPEN,-4.53,-57.0,12.0,-9.0
-,ASX-REA,2020-03-03,98.55,2020-12-11,131.51,33.44,30.0,2020-03-23,65.02,OPEN,-34.02,-429.0,7.0,-102.0
-,ASX-REA,2020-03-03,98.55,2020-11-24,135.48,37.47,35.0,2020-03-23,65.02,OPEN,-34.02,-429.0,8.0,-91.0
-,ASX-REA,2020-03-03,98.55,2021-01-04,137.91,39.94,33.0,2020-03-23,65.02,OPEN,-34.02,-429.0,7.0,-85.0
-,ASX-REA,2020-03-03,98.55,2020-11-07,138.15,40.18,41.0,2020-03-23,65.02,OPEN,-34.02,-429.0,8.0,-85.0
-,0173.HK,2020-03-03,3.78,2021-03-02,5.62,48.68,34.0,2020-03-20,3.1,OPEN,-17.99,-267.0,5.0,-37.0
-,2208.HK,2020-03-04,7.74,2021-01-27,10.29,32.95,25.0,2020-03-20,6.46,OPEN,-16.54,-261.0,5.0,-50.0
-,ASX-REA,2020-03-05,100.8,2020-12-13,134.51,33.44,30.0,2020-03-23,65.02,OPEN,-35.5,-497.0,6.0,-106.0
-,ASX-REA,2020-03-05,100.8,2020-11-26,138.57,37.47,35.0,2020-03-23,65.02,OPEN,-35.5,-497.0,7.0,-95.0
-,ASX-REA,2020-03-05,100.8,2021-01-06,141.06,39.94,33.0,2020-03-23,65.02,OPEN,-35.5,-497.0,6.0,-89.0
