NEW,P.SYMBOL,P.DATE,P.PRICE,EST.S.DATE,EST.S.PRICE,EST.PROFITPCT,EST.PROFITPCT252D,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
-,ASX-A2M,2020-01-22,15.59,2020-07-05,23.89,53.24,81.0,2020-03-26,16.0,OPEN,2.63,10.0,39.0,5.0
-,ASX-A2M,2020-01-22,15.59,2020-10-24,34.02,118.22,108.0,2020-03-26,16.0,OPEN,2.63,10.0,23.0,2.0
-,0175.HK,2020-01-22,14.1,2020-11-15,18.96,34.47,29.0,2020-03-26,11.7,OPEN,-17.02,-67.0,21.0,-49.0
-,NFLX,2020-01-23,349.6,2020-08-04,491.61,40.62,53.0,2020-02-17,491.61,CLOSED,40.62,409.0,13.0,100.0
-,ASX-A2M,2020-01-23,15.31,2020-08-10,19.97,30.44,38.0,2020-03-26,16.0,OPEN,4.51,18.0,32.0,15.0
-,ASX-NAN,2020-01-28,6.83,2020-12-18,9.64,41.14,32.0,2020-03-26,5.21,OPEN,-23.72,-103.0,18.0,-58.0
-,0268.HK,2020-01-29,8.71,2020-09-12,11.65,33.75,37.0,2020-03-26,10.1,OPEN,15.96,71.0,25.0,47.0
-,NFLX,2020-01-30,347.74,2020-06-26,495.11,42.38,72.0,2020-02-17,495.11,CLOSED,42.38,593.0,12.0,100.0
-,0175.HK,2020-01-31,12.54,2020-10-23,18.85,50.32,48.0,2020-03-26,11.7,OPEN,-6.7,-31.0,21.0,-13.0
-,2208.HK,2020-01-31,8.23,2020-12-26,10.94,32.93,25.0,2020-03-26,6.79,OPEN,-17.5,-80.0,17.0,-53.0
-,0175.HK,2020-01-31,12.54,2020-11-24,16.86,34.45,29.0,2020-03-26,11.7,OPEN,-6.7,-31.0,18.0,-19.0
-,AMZN,2020-01-31,2008.72,2020-08-08,2650.71,31.96,42.0,2020-03-25,1885.84,OPEN,-6.12,-29.0,28.0,-19.0
-,0857.HK,2020-02-03,3.38,2020-10-30,5.39,59.47,56.0,2020-03-26,2.57,OPEN,-23.96,-116.0,19.0,-40.0
-,0175.HK,2020-02-03,12.6,2020-10-26,18.94,50.32,48.0,2020-03-26,11.7,OPEN,-7.14,-35.0,20.0,-14.0
-,0175.HK,2020-02-03,12.6,2020-11-27,16.94,34.44,29.0,2020-03-26,11.7,OPEN,-7.14,-35.0,17.0,-21.0
-,AMZN,2020-02-03,2004.2,2020-08-13,2651.76,32.31,42.0,2020-03-25,1885.84,OPEN,-5.91,-29.0,27.0,-18.0
-,LULU,2020-02-03,246.37,2020-10-15,324.81,31.84,31.0,2020-03-25,193.62,OPEN,-21.41,-106.0,20.0,-67.0
-,0288.HK,2020-02-04,7.45,2020-08-14,11.31,51.81,68.0,2020-03-26,7.34,OPEN,-1.48,-7.0,27.0,-3.0
-,2208.HK,2020-02-04,8.31,2021-01-11,11.08,33.33,25.0,2020-03-26,6.79,OPEN,-18.29,-90.0,15.0,-55.0
-,0175.HK,2020-02-04,12.76,2020-10-27,19.18,50.31,48.0,2020-03-26,11.7,OPEN,-8.31,-41.0,19.0,-17.0
-,2208.HK,2020-02-04,8.31,2020-12-30,11.05,32.97,25.0,2020-03-26,6.79,OPEN,-18.29,-90.0,15.0,-55.0
-,0175.HK,2020-02-04,12.76,2020-11-28,17.16,34.48,29.0,2020-03-26,11.7,OPEN,-8.31,-41.0,17.0,-24.0
-,MA,2020-02-04,329.12,2020-11-19,428.09,30.07,26.0,2020-03-25,256.48,OPEN,-22.07,-111.0,17.0,-73.0
-,0288.HK,2020-02-05,7.66,2020-08-15,11.63,51.83,68.0,2020-03-26,7.34,OPEN,-4.18,-21.0,26.0,-8.0
-,0175.HK,2020-02-05,13.06,2020-10-28,19.63,50.31,48.0,2020-03-26,11.7,OPEN,-10.41,-52.0,19.0,-21.0
-,0175.HK,2020-02-05,13.06,2020-11-29,17.56,34.46,29.0,2020-03-26,11.7,OPEN,-10.41,-52.0,17.0,-30.0
-,ASX-NAN,2020-02-06,7.15,2021-01-06,9.87,38.04,29.0,2020-03-26,5.21,OPEN,-27.13,-140.0,15.0,-71.0
-,ASX-REA,2020-02-07,116.9,2020-08-19,153.45,31.27,41.0,2020-03-26,77.28,OPEN,-33.89,-178.0,25.0,-108.0
-,0753.HK,2020-02-07,6.97,2021-01-30,9.24,32.57,23.0,2020-03-26,5.27,OPEN,-24.39,-128.0,13.0,-75.0
-,V,2020-02-10,205.99,2020-12-25,274.44,33.23,26.0,2020-03-25,161.78,OPEN,-21.46,-123.0,14.0,-65.0
-,ASX-A2M,2020-02-11,14.89,2020-08-01,22.17,48.89,72.0,2020-03-26,16.0,OPEN,7.45,43.0,26.0,15.0
-,V,2020-02-14,210.29,2020-12-25,282.73,34.45,28.0,2020-03-25,161.78,OPEN,-23.07,-145.0,13.0,-67.0
-,ASX-A2M,2020-02-18,15.75,2020-07-31,24.14,53.27,82.0,2020-03-26,16.0,OPEN,1.59,11.0,23.0,3.0
-,ASX-A2M,2020-02-18,15.75,2020-11-19,34.37,118.22,108.0,2020-03-26,16.0,OPEN,1.59,11.0,13.0,1.0
-,0753.HK,2020-02-20,6.98,2021-02-11,9.25,32.52,23.0,2020-03-26,5.27,OPEN,-24.5,-176.0,10.0,-75.0
-,3898.HK,2020-02-20,31.0,2020-11-29,41.29,33.19,30.0,2020-03-26,23.1,OPEN,-25.48,-183.0,12.0,-77.0
-,0857.HK,2020-02-25,3.19,2020-11-20,5.09,59.56,56.0,2020-03-26,2.57,OPEN,-19.44,-163.0,11.0,-33.0
-,MA,2020-02-28,290.25,2020-11-21,394.74,36.0,34.0,2020-03-25,256.48,OPEN,-11.63,-113.0,10.0,-32.0
-,MA,2020-02-28,290.25,2021-02-06,405.94,39.86,29.0,2020-03-25,256.48,OPEN,-11.63,-113.0,8.0,-29.0
-,1415.HK,2020-03-02,1.77,2020-12-13,2.5,41.24,36.0,2020-03-26,1.51,OPEN,-14.69,-154.0,8.0,-36.0
-,2208.HK,2020-03-02,7.92,2021-02-06,10.56,33.33,25.0,2020-03-26,6.79,OPEN,-14.27,-150.0,7.0,-43.0
-,0857.HK,2020-03-02,3.1,2020-11-26,4.95,59.68,56.0,2020-03-26,2.57,OPEN,-17.1,-180.0,9.0,-29.0
-,2208.HK,2020-03-02,7.92,2021-01-25,10.53,32.95,25.0,2020-03-26,6.79,OPEN,-14.27,-150.0,7.0,-43.0
-,LULU,2020-03-02,228.9,2021-02-24,338.15,47.73,34.0,2020-03-25,193.62,OPEN,-15.41,-169.0,6.0,-32.0
-,XAR,2020-03-02,102.75,2020-12-20,140.68,36.91,32.0,2020-03-25,74.71,OPEN,-27.29,-299.0,8.0,-74.0
-,XAR,2020-03-02,102.75,2020-08-26,137.55,33.87,48.0,2020-03-25,74.71,OPEN,-27.29,-299.0,13.0,-81.0
-,AMZN,2020-03-02,1953.95,2021-01-24,3154.85,61.46,47.0,2020-03-25,1885.84,OPEN,-3.49,-38.0,7.0,-6.0
-,LULU,2020-03-02,228.9,2021-02-16,353.1,54.26,39.0,2020-03-25,193.62,OPEN,-15.41,-169.0,7.0,-28.0
-,MA,2020-03-02,306.74,2020-11-24,417.17,36.0,34.0,2020-03-25,256.48,OPEN,-16.39,-180.0,9.0,-46.0
-,MA,2020-03-02,306.74,2021-02-09,429.01,39.86,29.0,2020-03-25,256.48,OPEN,-16.39,-180.0,7.0,-41.0
-,AMZN,2020-03-02,1953.95,2020-12-31,2876.41,47.21,39.0,2020-03-25,1885.84,OPEN,-3.49,-38.0,8.0,-7.0
-,RIO,2020-03-02,48.77,2021-02-24,64.12,31.47,22.0,2020-03-25,44.18,OPEN,-9.41,-103.0,6.0,-30.0
-,RIO,2020-03-02,48.77,2021-01-20,67.83,39.08,30.0,2020-03-25,44.18,OPEN,-9.41,-103.0,7.0,-24.0
-,ASX-A2M,2020-03-03,16.13,2020-08-22,24.02,48.92,72.0,2020-03-26,16.0,OPEN,-0.81,-9.0,13.0,-2.0
-,ASX-REA,2020-03-03,98.55,2020-12-11,131.51,33.44,30.0,2020-03-26,77.28,OPEN,-21.58,-236.0,8.0,-65.0
-,ASX-REA,2020-03-03,98.55,2020-11-24,135.48,37.47,35.0,2020-03-26,77.28,OPEN,-21.58,-236.0,9.0,-58.0
-,ASX-REA,2020-03-03,98.55,2021-01-04,137.91,39.94,33.0,2020-03-26,77.28,OPEN,-21.58,-236.0,7.0,-54.0
-,ASX-REA,2020-03-03,98.55,2020-11-07,138.15,40.18,41.0,2020-03-26,77.28,OPEN,-21.58,-236.0,9.0,-54.0
-,0173.HK,2020-03-03,3.78,2021-03-02,5.62,48.68,34.0,2020-03-26,3.28,OPEN,-13.23,-145.0,6.0,-27.0
-,2208.HK,2020-03-04,7.74,2021-01-27,10.29,32.95,25.0,2020-03-26,6.79,OPEN,-12.27,-141.0,7.0,-37.0
-,ASX-REA,2020-03-05,100.8,2020-12-13,134.51,33.44,30.0,2020-03-26,77.28,OPEN,-23.33,-280.0,7.0,-70.0
-,ASX-REA,2020-03-05,100.8,2020-11-26,138.57,37.47,35.0,2020-03-26,77.28,OPEN,-23.33,-280.0,8.0,-62.0
-,ASX-REA,2020-03-05,100.8,2021-01-06,141.06,39.94,33.0,2020-03-26,77.28,OPEN,-23.33,-280.0,7.0,-58.0
-,ASX-REA,2020-03-05,100.8,2020-11-09,141.3,40.18,41.0,2020-03-26,77.28,OPEN,-23.33,-280.0,8.0,-58.0
-,2208.HK,2020-03-05,7.96,2021-01-28,10.58,32.91,25.0,2020-03-26,6.79,OPEN,-14.7,-176.0,6.0,-45.0
-,ASX-REA,2020-03-10,97.45,2020-12-18,130.68,34.1,30.0,2020-03-26,77.28,OPEN,-20.7,-326.0,6.0,-61.0
-,ASX-REA,2020-03-10,97.45,2020-12-01,134.64,38.16,36.0,2020-03-26,77.28,OPEN,-20.7,-326.0,6.0,-54.0
-,ASX-REA,2020-03-10,97.45,2021-01-11,137.05,40.64,33.0,2020-03-26,77.28,OPEN,-20.7,-326.0,5.0,-51.0
-,ASX-REA,2020-03-10,97.45,2020-11-14,137.29,40.88,41.0,2020-03-26,77.28,OPEN,-20.7,-326.0,6.0,-51.0
-,LULU,2020-03-10,203.81,2021-03-04,302.86,48.6,34.0,2020-03-25,193.62,OPEN,-5.0,-84.0,4.0,-10.0
-,XAR,2020-03-10,92.11,2020-09-03,124.05,34.68,49.0,2020-03-25,74.71,OPEN,-18.89,-317.0,8.0,-54.0
-,DIS,2020-03-10,111.46,2020-07-03,146.41,31.36,69.0,2020-03-25,100.73,OPEN,-9.63,-162.0,13.0,-31.0
-,DIS,2020-03-10,111.46,2020-11-18,171.27,53.66,53.0,2020-03-25,100.73,OPEN,-9.63,-162.0,6.0,-18.0
-,AMZN,2020-03-10,1891.82,2021-02-01,3072.69,62.42,48.0,2020-03-25,1885.84,OPEN,-0.32,-5.0,5.0,-1.0
-,LULU,2020-03-10,203.81,2021-02-24,316.19,55.14,40.0,2020-03-25,193.62,OPEN,-5.0,-84.0,4.0,-9.0
-,MA,2020-03-10,280.57,2020-12-02,383.82,36.8,35.0,2020-03-25,256.48,OPEN,-8.59,-144.0,6.0,-23.0
-,TSLA,2020-03-10,645.0,2020-12-21,878.88,36.26,32.0,2020-03-25,539.25,OPEN,-16.4,-276.0,5.0,-45.0
-,MA,2020-03-10,280.57,2021-02-17,394.76,40.7,30.0,2020-03-25,256.48,OPEN,-8.59,-144.0,4.0,-21.0
-,AMZN,2020-03-10,1891.82,2021-01-08,2801.41,48.08,40.0,2020-03-25,1885.84,OPEN,-0.32,-5.0,5.0,-1.0
-,RIO,2020-03-10,45.8,2021-01-28,64.08,39.91,31.0,2020-03-25,44.18,OPEN,-3.54,-59.0,5.0,-9.0
-,ASX-REA,2020-03-13,92.88,2020-12-21,124.55,34.1,30.0,2020-03-26,77.28,OPEN,-16.8,-326.0,5.0,-49.0
-,ASX-REA,2020-03-13,92.88,2020-12-04,128.32,38.16,36.0,2020-03-26,77.28,OPEN,-16.8,-326.0,5.0,-44.0
-,ASX-REA,2020-03-13,92.88,2021-01-14,130.63,40.64,33.0,2020-03-26,77.28,OPEN,-16.8,-326.0,4.0,-41.0
-,ASX-REA,2020-03-13,92.88,2020-11-17,130.85,40.88,41.0,2020-03-26,77.28,OPEN,-16.8,-326.0,5.0,-41.0
-,0175.HK,2020-03-13,12.86,2021-01-04,17.34,34.84,30.0,2020-03-26,11.7,OPEN,-9.02,-175.0,4.0,-26.0
-,LULU,2020-03-13,176.75,2021-03-07,262.65,48.6,34.0,2020-03-25,193.62,OPEN,9.54,200.0,3.0,20.0
-,NKE,2020-03-13,75.58,2020-12-10,104.01,37.62,35.0,2020-03-25,79.01,OPEN,4.54,95.0,4.0,12.0
-,NKE,2020-03-13,75.58,2020-11-28,103.76,37.28,36.0,2020-03-25,79.01,OPEN,4.54,95.0,5.0,12.0
-,XAR,2020-03-13,80.63,2020-09-06,108.59,34.68,49.0,2020-03-25,74.71,OPEN,-7.34,-154.0,7.0,-21.0
-,FB,2020-03-13,170.28,2020-08-17,246.17,44.57,72.0,2020-03-25,156.21,OPEN,-8.26,-173.0,8.0,-19.0
-,DIS,2020-03-13,102.52,2020-07-06,134.67,31.36,69.0,2020-03-25,100.73,OPEN,-1.75,-37.0,10.0,-6.0
-,DIS,2020-03-13,102.52,2020-11-21,157.53,53.66,53.0,2020-03-25,100.73,OPEN,-1.75,-37.0,5.0,-3.0
-,AMZN,2020-03-13,1785.0,2021-02-04,2899.2,62.42,48.0,2020-03-25,1885.84,OPEN,5.65,119.0,4.0,9.0
-,LULU,2020-03-13,176.75,2021-02-27,274.21,55.14,40.0,2020-03-25,193.62,OPEN,9.54,200.0,3.0,17.0
-,MA,2020-03-13,270.01,2020-12-05,369.37,36.8,35.0,2020-03-25,256.48,OPEN,-5.01,-105.0,4.0,-14.0
-,MA,2020-03-13,270.01,2021-02-20,379.9,40.7,30.0,2020-03-25,256.48,OPEN,-5.01,-105.0,3.0,-12.0
-,AMZN,2020-03-13,1785.0,2021-01-11,2643.23,48.08,40.0,2020-03-25,1885.84,OPEN,5.65,119.0,4.0,12.0
-,BA,2020-03-13,170.2,2021-02-05,225.94,32.75,25.0,2020-03-25,158.73,OPEN,-6.74,-142.0,4.0,-21.0
-,ASX-REA,2020-03-17,82.39,2020-12-25,110.48,34.09,30.0,2020-03-26,77.28,OPEN,-6.2,-174.0,3.0,-18.0
-,ASX-REA,2020-03-17,82.39,2020-12-08,113.83,38.16,36.0,2020-03-26,77.28,OPEN,-6.2,-174.0,3.0,-16.0
-,ASX-REA,2020-03-17,82.39,2021-01-18,115.87,40.64,33.0,2020-03-26,77.28,OPEN,-6.2,-174.0,3.0,-15.0
-,ASX-REA,2020-03-17,82.39,2020-11-21,116.07,40.88,41.0,2020-03-26,77.28,OPEN,-6.2,-174.0,4.0,-15.0
-,LULU,2020-03-17,144.88,2021-03-11,215.29,48.6,34.0,2020-03-25,193.62,OPEN,33.64,1060.0,2.0,69.0
-,NKE,2020-03-17,69.84,2020-12-14,96.11,37.61,35.0,2020-03-25,79.01,OPEN,13.13,414.0,3.0,35.0
-,NKE,2020-03-17,69.84,2020-12-02,95.88,37.29,36.0,2020-03-25,79.01,OPEN,13.13,414.0,3.0,35.0
-,XAR,2020-03-17,73.49,2020-09-10,98.98,34.68,49.0,2020-03-25,74.71,OPEN,1.66,52.0,5.0,5.0
-,IXN,2020-03-17,174.11,2020-12-05,230.03,32.12,31.0,2020-03-25,177.53,OPEN,1.96,62.0,3.0,6.0
-,LULU,2020-03-17,144.88,2021-03-03,224.77,55.14,40.0,2020-03-25,193.62,OPEN,33.64,1060.0,2.0,61.0
-,ITA,2020-03-17,137.05,2021-02-16,187.48,36.8,28.0,2020-03-25,144.57,OPEN,5.49,173.0,2.0,15.0
-,FB,2020-03-18,146.96,2020-08-22,212.46,44.57,72.0,2020-03-25,156.21,OPEN,6.29,226.0,4.0,14.0
-,TSLA,2020-03-19,427.64,2020-11-05,621.83,45.41,50.0,2020-03-25,539.25,OPEN,26.1,1096.0,3.0,57.0
-,LULU,2020-03-19,154.86,2021-03-13,230.12,48.6,34.0,2020-03-25,193.62,OPEN,25.03,1051.0,2.0,52.0
-,NKE,2020-03-19,70.34,2020-12-16,96.8,37.62,35.0,2020-03-25,79.01,OPEN,12.33,518.0,2.0,33.0
-,NKE,2020-03-19,70.34,2020-12-04,96.57,37.29,36.0,2020-03-25,79.01,OPEN,12.33,518.0,2.0,33.0
-,XAR,2020-03-19,68.35,2020-09-12,92.05,34.67,49.0,2020-03-25,74.71,OPEN,9.31,391.0,3.0,27.0
-,FB,2020-03-19,153.13,2020-08-23,221.38,44.57,72.0,2020-03-25,156.21,OPEN,2.01,84.0,4.0,5.0
-,LULU,2020-03-19,154.86,2021-03-05,240.25,55.14,40.0,2020-03-25,193.62,OPEN,25.03,1051.0,2.0,45.0
-,TSLA,2020-03-19,427.64,2020-12-30,582.7,36.26,32.0,2020-03-25,539.25,OPEN,26.1,1096.0,2.0,72.0
-,ASX-REA,2020-03-20,75.69,2020-12-28,101.5,34.1,30.0,2020-03-26,77.28,OPEN,2.1,88.0,2.0,6.0
-,ASX-REA,2020-03-20,75.69,2020-12-11,104.57,38.16,36.0,2020-03-26,77.28,OPEN,2.1,88.0,2.0,6.0
-,ASX-REA,2020-03-20,75.69,2021-01-21,106.45,40.64,33.0,2020-03-26,77.28,OPEN,2.1,88.0,2.0,5.0
-,ASX-REA,2020-03-20,75.69,2020-11-24,106.63,40.88,41.0,2020-03-26,77.28,OPEN,2.1,88.0,2.0,5.0
-,0288.HK,2020-03-20,6.32,2020-09-27,9.62,52.22,69.0,2020-03-26,7.34,OPEN,16.14,678.0,3.0,31.0
-,2208.HK,2020-03-20,6.46,2021-02-24,8.64,33.75,25.0,2020-03-26,6.79,OPEN,5.11,215.0,2.0,15.0
-,0288.HK,2020-03-20,6.32,2020-10-12,9.51,50.47,62.0,2020-03-26,7.34,OPEN,16.14,678.0,3.0,32.0
-,0175.HK,2020-03-20,10.96,2020-11-01,20.95,91.15,102.0,2020-03-26,11.7,OPEN,6.75,284.0,3.0,7.0
-,2208.HK,2020-03-20,6.46,2020-09-30,9.79,51.55,67.0,2020-03-26,6.79,OPEN,5.11,215.0,3.0,10.0
-,0175.HK,2020-03-20,10.96,2020-12-10,16.53,50.82,48.0,2020-03-26,11.7,OPEN,6.75,284.0,2.0,13.0
-,2208.HK,2020-03-20,6.46,2021-02-12,8.62,33.44,26.0,2020-03-26,6.79,OPEN,5.11,215.0,2.0,15.0
-,0175.HK,2020-03-20,10.96,2021-01-11,14.78,34.85,30.0,2020-03-26,11.7,OPEN,6.75,284.0,2.0,19.0
-,AMZN,2020-03-20,1846.09,2020-09-28,2437.39,32.03,42.0,2020-03-25,1885.84,OPEN,2.15,108.0,3.0,7.0
-,TSLA,2020-03-23,434.29,2021-01-03,591.76,36.26,32.0,2020-03-25,539.25,OPEN,24.17,3045.0,1.0,67.0
+,BA,2020-03-24,127.68,2021-02-16,169.5,32.75,25.0,2020-03-25,169.5,CLOSED,32.75,8253.0,0.0,100.0
-,ASX-REA,2020-03-24,67.5,2021-01-24,92.47,36.99,30.0,2020-03-26,77.28,OPEN,14.49,1826.0,1.0,39.0
-,ASX-REA,2020-03-24,67.5,2021-01-01,90.52,34.1,30.0,2020-03-26,77.28,OPEN,14.49,1826.0,1.0,42.0
-,ASX-REA,2020-03-24,67.5,2020-12-15,93.26,38.16,36.0,2020-03-26,77.28,OPEN,14.49,1826.0,1.0,38.0
-,ASX-REA,2020-03-24,67.5,2021-01-25,94.93,40.64,33.0,2020-03-26,77.28,OPEN,14.49,1826.0,1.0,36.0
-,ASX-REA,2020-03-24,67.5,2020-11-28,95.09,40.87,41.0,2020-03-26,77.28,OPEN,14.49,1826.0,1.0,35.0
-,ASX-REA,2020-03-24,67.5,2020-11-07,92.07,36.4,40.0,2020-03-26,77.28,OPEN,14.49,1826.0,1.0,40.0
-,0288.HK,2020-03-24,6.6,2020-10-01,10.05,52.27,69.0,2020-03-26,7.34,OPEN,11.21,1412.0,1.0,21.0
-,0288.HK,2020-03-24,6.6,2020-10-16,9.93,50.45,62.0,2020-03-26,7.34,OPEN,11.21,1412.0,1.0,22.0
-,0173.HK,2020-03-24,3.15,2021-03-03,6.85,117.46,86.0,2020-03-26,3.28,OPEN,4.13,520.0,1.0,4.0
-,0175.HK,2020-03-24,11.16,2020-12-14,16.83,50.81,48.0,2020-03-26,11.7,OPEN,4.84,610.0,1.0,10.0
-,0173.HK,2020-03-24,3.15,2021-03-23,4.7,49.21,34.0,2020-03-26,3.28,OPEN,4.13,520.0,1.0,8.0
