NEW,P.SYMBOL,P.DATE,CURRENCY,P.PRICE,EST.S.DATE,EST.S.PRICE,EST.PROFITPCT,EST.PROFITPCT252D,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
-,0175.HK,2020-01-22,HKD,14.1,2020-11-15,18.96,34.47,29.0,2020-06-16,11.9,OPEN,-15.6,-27.0,49.0,-45.0
-,0268.HK,2020-01-29,HKD,8.71,2020-09-12,11.65,33.75,37.0,2020-04-20,11.65,CLOSED,33.75,104.0,36.0,100.0
-,0175.HK,2020-01-31,HKD,12.54,2020-10-23,18.85,50.32,48.0,2020-06-16,11.9,OPEN,-5.1,-9.0,52.0,-10.0
-,2208.HK,2020-01-31,HKD,8.23,2020-12-26,10.94,32.93,25.0,2020-06-16,7.77,OPEN,-5.59,-10.0,42.0,-17.0
-,0175.HK,2020-01-31,HKD,12.54,2020-11-24,16.86,34.45,29.0,2020-06-16,11.9,OPEN,-5.1,-9.0,46.0,-15.0
-,0857.HK,2020-02-03,HKD,3.38,2020-10-30,5.39,59.47,56.0,2020-06-16,2.75,OPEN,-18.64,-35.0,50.0,-31.0
-,0175.HK,2020-02-03,HKD,12.6,2020-10-26,18.94,50.32,48.0,2020-06-16,11.9,OPEN,-5.56,-10.0,50.0,-11.0
-,0175.HK,2020-02-03,HKD,12.6,2020-11-27,16.94,34.44,29.0,2020-06-16,11.9,OPEN,-5.56,-10.0,45.0,-16.0
-,0288.HK,2020-02-04,HKD,7.45,2020-08-14,11.31,51.81,68.0,2020-06-16,6.9,OPEN,-7.38,-14.0,69.0,-14.0
-,2208.HK,2020-02-04,HKD,8.31,2021-01-11,11.08,33.33,25.0,2020-06-16,7.77,OPEN,-6.5,-12.0,39.0,-19.0
-,0175.HK,2020-02-04,HKD,12.76,2020-10-27,19.18,50.31,48.0,2020-06-16,11.9,OPEN,-6.74,-13.0,50.0,-13.0
-,2208.HK,2020-02-04,HKD,8.31,2020-12-30,11.05,32.97,25.0,2020-06-16,7.77,OPEN,-6.5,-12.0,40.0,-20.0
-,0175.HK,2020-02-04,HKD,12.76,2020-11-28,17.16,34.48,29.0,2020-06-16,11.9,OPEN,-6.74,-13.0,45.0,-20.0
-,0288.HK,2020-02-05,HKD,7.66,2020-08-15,11.63,51.83,68.0,2020-06-16,6.9,OPEN,-9.92,-19.0,69.0,-19.0
