P.SYMBOL,P.DATE,P.PRICE,EST.S.DATE,EST.S.PRICE,EST.PROFITPCT,EST.PROFITPCT252D,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
MA,2020-02-28,290.25,2020-11-21,397.06,36.8,35.0,2020-02-28,290.25,OPEN,0.0,0.0,0.0,0.0
MA,2020-02-28,290.25,2021-02-06,408.38,40.7,30.0,2020-02-28,290.25,OPEN,0.0,0.0,0.0,0.0
