NEW,P.SYMBOL,P.DATE,CURRENCY,P.PRICE,EST.S.DATE,EST.S.PRICE,EST.PROFITPCT,EST.PROFITPCT252D,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
-,0175.HK,2020-01-22,HKD,14.1,2020-11-15,18.96,34.47,29.0,2020-05-26,12.4,OPEN,-12.06,-24.0,42.0,-35.0
-,0268.HK,2020-01-29,HKD,8.71,2020-09-12,11.65,33.75,37.0,2020-04-20,11.65,CLOSED,33.75,104.0,36.0,100.0
-,0175.HK,2020-01-31,HKD,12.54,2020-10-23,18.85,50.32,48.0,2020-05-26,12.4,OPEN,-1.12,-2.0,44.0,-2.0
-,2208.HK,2020-01-31,HKD,8.23,2020-12-26,10.94,32.93,25.0,2020-05-26,7.01,OPEN,-14.82,-32.0,35.0,-45.0
-,0175.HK,2020-01-31,HKD,12.54,2020-11-24,16.86,34.45,29.0,2020-05-26,12.4,OPEN,-1.12,-2.0,39.0,-3.0
-,0857.HK,2020-02-03,HKD,3.38,2020-10-30,5.39,59.47,56.0,2020-05-26,2.64,OPEN,-21.89,-49.0,42.0,-37.0
-,0175.HK,2020-02-03,HKD,12.6,2020-10-26,18.94,50.32,48.0,2020-05-26,12.4,OPEN,-1.59,-4.0,42.0,-3.0
-,0175.HK,2020-02-03,HKD,12.6,2020-11-27,16.94,34.44,29.0,2020-05-26,12.4,OPEN,-1.59,-4.0,38.0,-5.0
-,0288.HK,2020-02-04,HKD,7.45,2020-08-14,11.31,51.81,68.0,2020-05-26,6.53,OPEN,-12.35,-28.0,58.0,-24.0
-,2208.HK,2020-02-04,HKD,8.31,2021-01-11,11.08,33.33,25.0,2020-05-26,7.01,OPEN,-15.64,-35.0,33.0,-47.0
-,0175.HK,2020-02-04,HKD,12.76,2020-10-27,19.18,50.31,48.0,2020-05-26,12.4,OPEN,-2.82,-6.0,42.0,-6.0
-,2208.HK,2020-02-04,HKD,8.31,2020-12-30,11.05,32.97,25.0,2020-05-26,7.01,OPEN,-15.64,-35.0,34.0,-47.0
-,0175.HK,2020-02-04,HKD,12.76,2020-11-28,17.16,34.48,29.0,2020-05-26,12.4,OPEN,-2.82,-6.0,38.0,-8.0
-,0288.HK,2020-02-05,HKD,7.66,2020-08-15,11.63,51.83,68.0,2020-05-26,6.53,OPEN,-14.75,-33.0,58.0,-28.0
-,0175.HK,2020-02-05,HKD,13.06,2020-10-28,19.63,50.31,48.0,2020-05-26,12.4,OPEN,-5.05,-11.0,42.0,-10.0
-,0175.HK,2020-02-05,HKD,13.06,2020-11-29,17.56,34.46,29.0,2020-05-26,12.4,OPEN,-5.05,-11.0,37.0,-15.0
-,0753.HK,2020-02-07,HKD,6.97,2021-01-30,9.24,32.57,23.0,2020-05-26,4.69,OPEN,-32.71,-76.0,30.0,-100.0
