NEW,P.SYMBOL,P.DATE,CURRENCY,P.PRICE,EST.S.DATE,EST.S.PRICE,EST.PROFITPCT,EST.PROFITPCT252D,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
-,ASX-A2M,2020-01-22,AUD,15.59,2020-07-05,23.89,53.24,81.0,2020-05-26,17.96,OPEN,15.2,31.0,76.0,29.0
-,ASX-A2M,2020-01-22,AUD,15.59,2020-10-24,34.02,118.22,108.0,2020-05-26,17.96,OPEN,15.2,31.0,45.0,13.0
-,0175.HK,2020-01-22,HKD,14.1,2020-11-15,18.96,34.47,29.0,2020-05-26,12.4,OPEN,-12.06,-24.0,42.0,-35.0
-,NFLX,2020-01-23,USD,349.6,2020-08-04,491.61,40.62,53.0,2020-02-17,491.61,CLOSED,40.62,409.0,13.0,100.0
-,ASX-A2M,2020-01-23,AUD,15.31,2020-08-10,19.97,30.44,38.0,2020-05-26,17.96,OPEN,17.31,35.0,62.0,57.0
-,ASX-NAN,2020-01-28,AUD,6.83,2020-12-18,9.64,41.14,32.0,2020-05-26,7.23,OPEN,5.86,12.0,37.0,14.0
-,0268.HK,2020-01-29,HKD,8.71,2020-09-12,11.65,33.75,37.0,2020-04-20,11.65,CLOSED,33.75,104.0,36.0,100.0
-,NFLX,2020-01-30,USD,347.74,2020-06-26,495.11,42.38,72.0,2020-02-17,495.11,CLOSED,42.38,593.0,12.0,100.0
-,0175.HK,2020-01-31,HKD,12.54,2020-10-23,18.85,50.32,48.0,2020-05-26,12.4,OPEN,-1.12,-2.0,44.0,-2.0
-,2208.HK,2020-01-31,HKD,8.23,2020-12-26,10.94,32.93,25.0,2020-05-26,7.01,OPEN,-14.82,-32.0,35.0,-45.0
-,0175.HK,2020-01-31,HKD,12.54,2020-11-24,16.86,34.45,29.0,2020-05-26,12.4,OPEN,-1.12,-2.0,39.0,-3.0
-,AMZN,2020-01-31,USD,2008.72,2020-08-08,2650.71,31.96,42.0,2020-05-22,2436.88,OPEN,21.32,48.0,59.0,67.0
-,0857.HK,2020-02-03,HKD,3.38,2020-10-30,5.39,59.47,56.0,2020-05-26,2.64,OPEN,-21.89,-49.0,42.0,-37.0
-,0175.HK,2020-02-03,HKD,12.6,2020-10-26,18.94,50.32,48.0,2020-05-26,12.4,OPEN,-1.59,-4.0,42.0,-3.0
-,0175.HK,2020-02-03,HKD,12.6,2020-11-27,16.94,34.44,29.0,2020-05-26,12.4,OPEN,-1.59,-4.0,38.0,-5.0
-,AMZN,2020-02-03,USD,2004.2,2020-08-13,2651.76,32.31,42.0,2020-05-22,2436.88,OPEN,21.59,50.0,57.0,67.0
-,LULU,2020-02-03,USD,246.37,2020-10-15,324.81,31.84,31.0,2020-05-22,276.73,OPEN,12.32,28.0,43.0,39.0
-,0288.HK,2020-02-04,HKD,7.45,2020-08-14,11.31,51.81,68.0,2020-05-26,6.53,OPEN,-12.35,-28.0,58.0,-24.0
-,2208.HK,2020-02-04,HKD,8.31,2021-01-11,11.08,33.33,25.0,2020-05-26,7.01,OPEN,-15.64,-35.0,33.0,-47.0
-,0175.HK,2020-02-04,HKD,12.76,2020-10-27,19.18,50.31,48.0,2020-05-26,12.4,OPEN,-2.82,-6.0,42.0,-6.0
-,2208.HK,2020-02-04,HKD,8.31,2020-12-30,11.05,32.97,25.0,2020-05-26,7.01,OPEN,-15.64,-35.0,34.0,-47.0
-,0175.HK,2020-02-04,HKD,12.76,2020-11-28,17.16,34.48,29.0,2020-05-26,12.4,OPEN,-2.82,-6.0,38.0,-8.0
-,MA,2020-02-04,USD,329.12,2020-11-19,428.09,30.07,26.0,2020-05-22,294.91,OPEN,-10.39,-24.0,37.0,-35.0
-,0288.HK,2020-02-05,HKD,7.66,2020-08-15,11.63,51.83,68.0,2020-05-26,6.53,OPEN,-14.75,-33.0,58.0,-28.0
-,0175.HK,2020-02-05,HKD,13.06,2020-10-28,19.63,50.31,48.0,2020-05-26,12.4,OPEN,-5.05,-11.0,42.0,-10.0
-,0175.HK,2020-02-05,HKD,13.06,2020-11-29,17.56,34.46,29.0,2020-05-26,12.4,OPEN,-5.05,-11.0,37.0,-15.0
-,ASX-NAN,2020-02-06,AUD,7.15,2021-01-06,9.87,38.04,29.0,2020-05-26,7.23,OPEN,1.12,3.0,33.0,3.0
-,ASX-REA,2020-02-07,AUD,116.9,2020-08-19,153.45,31.27,41.0,2020-05-26,102.26,OPEN,-12.52,-29.0,56.0,-40.0
-,0753.HK,2020-02-07,HKD,6.97,2021-01-30,9.24,32.57,23.0,2020-05-26,4.69,OPEN,-32.71,-76.0,30.0,-100.0
-,V,2020-02-10,USD,205.99,2020-12-25,274.44,33.23,26.0,2020-05-22,190.86,OPEN,-7.35,-18.0,32.0,-22.0
-,ASX-A2M,2020-02-11,AUD,14.89,2020-08-01,22.17,48.89,72.0,2020-05-26,17.96,OPEN,20.62,49.0,61.0,42.0
-,V,2020-02-14,USD,210.29,2020-12-25,282.73,34.45,28.0,2020-05-22,190.86,OPEN,-9.24,-24.0,31.0,-27.0
-,ASX-A2M,2020-02-18,AUD,15.75,2020-07-31,24.14,53.27,82.0,2020-05-26,17.96,OPEN,14.03,36.0,60.0,26.0
-,ASX-A2M,2020-02-18,AUD,15.75,2020-11-19,34.37,118.22,108.0,2020-05-26,17.96,OPEN,14.03,36.0,36.0,12.0
-,0753.HK,2020-02-20,HKD,6.98,2021-02-11,9.25,32.52,23.0,2020-05-26,4.69,OPEN,-32.81,-86.0,27.0,-101.0
-,3898.HK,2020-02-20,HKD,31.0,2020-11-29,41.29,33.19,30.0,2020-05-26,22.1,OPEN,-28.71,-75.0,34.0,-86.0
-,0857.HK,2020-02-25,HKD,3.19,2020-11-20,5.09,59.56,56.0,2020-05-26,2.64,OPEN,-17.24,-48.0,34.0,-29.0
-,MA,2020-02-28,USD,290.25,2020-11-21,394.74,36.0,34.0,2020-05-22,294.91,OPEN,1.61,5.0,31.0,4.0
-,MA,2020-02-28,USD,290.25,2021-02-06,405.94,39.86,29.0,2020-05-22,294.91,OPEN,1.61,5.0,24.0,4.0
-,1415.HK,2020-03-02,HKD,1.77,2020-12-13,2.5,41.24,36.0,2020-05-13,2.5,CLOSED,41.24,144.0,25.0,100.0
-,2208.HK,2020-03-02,HKD,7.92,2021-02-06,10.56,33.33,25.0,2020-05-26,7.01,OPEN,-11.49,-34.0,25.0,-34.0
-,0857.HK,2020-03-02,HKD,3.1,2020-11-26,4.95,59.68,56.0,2020-05-26,2.64,OPEN,-14.84,-44.0,32.0,-25.0
-,2208.HK,2020-03-02,HKD,7.92,2021-01-25,10.53,32.95,25.0,2020-05-26,7.01,OPEN,-11.49,-34.0,26.0,-35.0
-,LULU,2020-03-02,USD,228.9,2021-02-24,338.15,47.73,34.0,2020-05-22,276.73,OPEN,20.9,65.0,23.0,44.0
-,XAR,2020-03-02,USD,102.75,2020-12-20,140.68,36.91,32.0,2020-05-22,80.85,OPEN,-21.31,-66.0,28.0,-58.0
-,XAR,2020-03-02,USD,102.75,2020-08-26,137.55,33.87,48.0,2020-05-22,80.85,OPEN,-21.31,-66.0,46.0,-63.0
-,AMZN,2020-03-02,USD,1953.95,2021-01-24,3154.85,61.46,47.0,2020-05-22,2436.88,OPEN,24.72,77.0,25.0,40.0
-,LULU,2020-03-02,USD,228.9,2021-02-16,353.1,54.26,39.0,2020-05-22,276.73,OPEN,20.9,65.0,23.0,39.0
-,MA,2020-03-02,USD,306.74,2020-11-24,417.17,36.0,34.0,2020-05-22,294.91,OPEN,-3.86,-12.0,30.0,-11.0
-,MA,2020-03-02,USD,306.74,2021-02-09,429.01,39.86,29.0,2020-05-22,294.91,OPEN,-3.86,-12.0,24.0,-10.0
-,AMZN,2020-03-02,USD,1953.95,2020-12-31,2876.41,47.21,39.0,2020-05-22,2436.88,OPEN,24.72,77.0,27.0,52.0
-,RIO,2020-03-02,USD,48.77,2021-02-24,64.12,31.47,22.0,2020-05-22,52.12,OPEN,6.87,21.0,23.0,22.0
-,RIO,2020-03-02,USD,48.77,2021-01-20,67.83,39.08,30.0,2020-05-22,52.12,OPEN,6.87,21.0,25.0,18.0
-,ASX-A2M,2020-03-03,AUD,16.13,2020-08-22,24.02,48.92,72.0,2020-05-26,17.96,OPEN,11.35,34.0,49.0,23.0
-,ASX-REA,2020-03-03,AUD,98.55,2020-12-11,131.51,33.44,30.0,2020-05-26,102.26,OPEN,3.76,11.0,30.0,11.0
-,ASX-REA,2020-03-03,AUD,98.55,2020-11-24,135.48,37.47,35.0,2020-05-26,102.26,OPEN,3.76,11.0,32.0,10.0
-,ASX-REA,2020-03-03,AUD,98.55,2021-01-04,137.91,39.94,33.0,2020-05-26,102.26,OPEN,3.76,11.0,27.0,9.0
-,ASX-REA,2020-03-03,AUD,98.55,2020-11-07,138.15,40.18,41.0,2020-05-26,102.26,OPEN,3.76,11.0,34.0,9.0
-,0173.HK,2020-03-03,HKD,3.78,2021-03-02,5.62,48.68,34.0,2020-05-26,3.29,OPEN,-12.96,-39.0,23.0,-27.0
-,2208.HK,2020-03-04,HKD,7.74,2021-01-27,10.29,32.95,25.0,2020-05-26,7.01,OPEN,-9.43,-29.0,25.0,-29.0
-,ASX-REA,2020-03-05,AUD,100.8,2020-12-13,134.51,33.44,30.0,2020-05-26,102.26,OPEN,1.45,4.0,29.0,4.0
-,ASX-REA,2020-03-05,AUD,100.8,2020-11-26,138.57,37.47,35.0,2020-05-26,102.26,OPEN,1.45,4.0,31.0,4.0
-,ASX-REA,2020-03-05,AUD,100.8,2021-01-06,141.06,39.94,33.0,2020-05-26,102.26,OPEN,1.45,4.0,27.0,4.0
-,ASX-REA,2020-03-05,AUD,100.8,2020-11-09,141.3,40.18,41.0,2020-05-26,102.26,OPEN,1.45,4.0,33.0,4.0
-,2208.HK,2020-03-05,HKD,7.96,2021-01-28,10.58,32.91,25.0,2020-05-26,7.01,OPEN,-11.93,-37.0,25.0,-36.0
-,ASX-REA,2020-03-10,AUD,97.45,2020-12-18,130.68,34.1,30.0,2020-05-26,102.26,OPEN,4.94,16.0,27.0,14.0
-,ASX-REA,2020-03-10,AUD,97.45,2020-12-01,134.64,38.16,36.0,2020-05-26,102.26,OPEN,4.94,16.0,29.0,13.0
-,ASX-REA,2020-03-10,AUD,97.45,2021-01-11,137.05,40.64,33.0,2020-05-26,102.26,OPEN,4.94,16.0,25.0,12.0
-,ASX-REA,2020-03-10,AUD,97.45,2020-11-14,137.29,40.88,41.0,2020-05-26,102.26,OPEN,4.94,16.0,31.0,12.0
-,LULU,2020-03-10,USD,203.81,2021-03-04,302.86,48.6,34.0,2020-05-22,276.73,OPEN,35.78,124.0,20.0,74.0
-,XAR,2020-03-10,USD,92.11,2020-09-03,124.05,34.68,49.0,2020-05-22,80.85,OPEN,-12.22,-42.0,41.0,-35.0
-,DIS,2020-03-10,USD,111.46,2020-07-03,146.41,31.36,69.0,2020-05-22,118.02,OPEN,5.89,20.0,63.0,19.0
-,DIS,2020-03-10,USD,111.46,2020-11-18,171.27,53.66,53.0,2020-05-22,118.02,OPEN,5.89,20.0,29.0,11.0
-,AMZN,2020-03-10,USD,1891.82,2021-02-01,3072.69,62.42,48.0,2020-05-22,2436.88,OPEN,28.81,99.0,22.0,46.0
-,LULU,2020-03-10,USD,203.81,2021-02-24,316.19,55.14,40.0,2020-05-22,276.73,OPEN,35.78,124.0,21.0,65.0
-,MA,2020-03-10,USD,280.57,2020-12-02,383.82,36.8,35.0,2020-05-22,294.91,OPEN,5.11,18.0,27.0,14.0
-,TSLA,2020-03-10,USD,645.0,2020-12-21,878.88,36.26,32.0,2020-05-22,816.88,OPEN,26.65,92.0,26.0,73.0
-,MA,2020-03-10,USD,280.57,2021-02-17,394.76,40.7,30.0,2020-05-22,294.91,OPEN,5.11,18.0,21.0,13.0
-,AMZN,2020-03-10,USD,1891.82,2021-01-08,2801.41,48.08,40.0,2020-05-22,2436.88,OPEN,28.81,99.0,24.0,60.0
-,RIO,2020-03-10,USD,45.8,2021-01-28,64.08,39.91,31.0,2020-05-22,52.12,OPEN,13.8,48.0,23.0,35.0
+,LULU,2020-03-13,USD,176.75,2021-02-27,274.21,55.14,40.0,2020-05-22,274.21,CLOSED,55.14,199.0,20.0,100.0
-,LULU,2020-03-13,USD,176.75,2021-03-07,262.65,48.6,34.0,2020-05-21,262.65,CLOSED,48.6,177.0,19.0,100.0
-,ASX-REA,2020-03-13,AUD,92.88,2020-12-21,124.55,34.1,30.0,2020-05-26,102.26,OPEN,10.1,34.0,26.0,30.0
-,ASX-REA,2020-03-13,AUD,92.88,2020-12-04,128.32,38.16,36.0,2020-05-26,102.26,OPEN,10.1,34.0,28.0,26.0
-,ASX-REA,2020-03-13,AUD,92.88,2021-01-14,130.63,40.64,33.0,2020-05-26,102.26,OPEN,10.1,34.0,24.0,25.0
-,ASX-REA,2020-03-13,AUD,92.88,2020-11-17,130.85,40.88,41.0,2020-05-26,102.26,OPEN,10.1,34.0,30.0,25.0
-,0175.HK,2020-03-13,HKD,12.86,2021-01-04,17.34,34.84,30.0,2020-05-26,12.4,OPEN,-3.58,-12.0,25.0,-10.0
-,NKE,2020-03-13,USD,75.58,2020-12-10,104.01,37.62,35.0,2020-05-22,93.75,OPEN,24.04,87.0,26.0,64.0
-,NKE,2020-03-13,USD,75.58,2020-11-28,103.76,37.28,36.0,2020-05-22,93.75,OPEN,24.04,87.0,27.0,64.0
-,XAR,2020-03-13,USD,80.63,2020-09-06,108.59,34.68,49.0,2020-05-22,80.85,OPEN,0.27,1.0,40.0,1.0
-,FB,2020-03-13,USD,170.28,2020-08-17,246.17,44.57,72.0,2020-05-22,234.91,OPEN,37.96,137.0,45.0,85.0
-,DIS,2020-03-13,USD,102.52,2020-07-06,134.67,31.36,69.0,2020-05-22,118.02,OPEN,15.12,54.0,61.0,48.0
-,DIS,2020-03-13,USD,102.52,2020-11-21,157.53,53.66,53.0,2020-05-22,118.02,OPEN,15.12,54.0,28.0,28.0
-,AMZN,2020-03-13,USD,1785.0,2021-02-04,2899.2,62.42,48.0,2020-05-22,2436.88,OPEN,36.52,131.0,21.0,59.0
-,MA,2020-03-13,USD,270.01,2020-12-05,369.37,36.8,35.0,2020-05-22,294.91,OPEN,9.22,33.0,26.0,25.0
-,MA,2020-03-13,USD,270.01,2021-02-20,379.9,40.7,30.0,2020-05-22,294.91,OPEN,9.22,33.0,20.0,23.0
-,AMZN,2020-03-13,USD,1785.0,2021-01-11,2643.23,48.08,40.0,2020-05-22,2436.88,OPEN,36.52,131.0,23.0,76.0
-,BA,2020-03-13,USD,170.2,2021-02-05,225.94,32.75,25.0,2020-05-22,137.53,OPEN,-19.2,-69.0,21.0,-59.0
-,LULU,2020-03-17,USD,144.88,2021-03-11,215.29,48.6,34.0,2020-04-17,215.29,CLOSED,48.6,395.0,9.0,100.0
-,LULU,2020-03-17,USD,144.88,2021-03-03,224.77,55.14,40.0,2020-04-17,224.77,CLOSED,55.14,448.0,9.0,100.0
-,ASX-REA,2020-03-17,AUD,82.39,2020-12-25,110.48,34.09,30.0,2020-05-26,102.26,OPEN,24.12,87.0,25.0,71.0
-,ASX-REA,2020-03-17,AUD,82.39,2020-12-08,113.83,38.16,36.0,2020-05-26,102.26,OPEN,24.12,87.0,26.0,63.0
-,ASX-REA,2020-03-17,AUD,82.39,2021-01-18,115.87,40.64,33.0,2020-05-26,102.26,OPEN,24.12,87.0,23.0,59.0
-,ASX-REA,2020-03-17,AUD,82.39,2020-11-21,116.07,40.88,41.0,2020-05-26,102.26,OPEN,24.12,87.0,28.0,59.0
-,NKE,2020-03-17,USD,69.84,2020-12-14,96.11,37.61,35.0,2020-05-22,93.75,OPEN,34.24,131.0,24.0,91.0
-,NKE,2020-03-17,USD,69.84,2020-12-02,95.88,37.29,36.0,2020-05-22,93.75,OPEN,34.24,131.0,25.0,92.0
-,XAR,2020-03-17,USD,73.49,2020-09-10,98.98,34.68,49.0,2020-05-22,80.85,OPEN,10.01,38.0,37.0,29.0
-,IXN,2020-03-17,USD,174.11,2020-12-05,230.03,32.12,31.0,2020-05-22,216.49,OPEN,24.34,93.0,25.0,76.0
-,ITA,2020-03-17,USD,137.05,2021-02-16,187.48,36.8,28.0,2020-05-22,153.01,OPEN,11.65,44.0,20.0,32.0
-,FB,2020-03-18,USD,146.96,2020-08-22,212.46,44.57,72.0,2020-05-08,212.46,CLOSED,44.57,220.0,32.0,100.0
-,TSLA,2020-03-19,USD,427.64,2020-11-05,621.83,45.41,50.0,2020-04-13,621.83,CLOSED,45.41,458.0,11.0,100.0
-,LULU,2020-03-19,USD,154.86,2021-03-13,230.12,48.6,34.0,2020-04-28,230.12,CLOSED,48.6,306.0,11.0,100.0
-,FB,2020-03-19,USD,153.13,2020-08-23,221.38,44.57,72.0,2020-05-20,221.38,CLOSED,44.57,181.0,39.0,100.0
-,LULU,2020-03-19,USD,154.86,2021-03-05,240.25,55.14,40.0,2020-05-11,240.25,CLOSED,55.14,262.0,15.0,100.0
-,TSLA,2020-03-19,USD,427.64,2020-12-30,582.7,36.26,32.0,2020-04-13,582.7,CLOSED,36.26,366.0,9.0,100.0
-,NKE,2020-03-19,USD,70.34,2020-12-16,96.8,37.62,35.0,2020-05-22,93.75,OPEN,33.28,131.0,24.0,88.0
-,NKE,2020-03-19,USD,70.34,2020-12-04,96.57,37.29,36.0,2020-05-22,93.75,OPEN,33.28,131.0,25.0,89.0
-,XAR,2020-03-19,USD,68.35,2020-09-12,92.05,34.67,49.0,2020-05-22,80.85,OPEN,18.29,72.0,36.0,53.0
