NEW,P.SYMBOL,P.DATE,P.PRICE,EST.S.DATE,EST.S.PRICE,EST.PROFITPCT,EST.PROFITPCT252D,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
-,ASX-A2M,2020-01-22,15.59,2020-07-05,23.89,53.24,81.0,2020-04-08,17.0,OPEN,9.04,30.0,47.0,17.0
-,ASX-A2M,2020-01-22,15.59,2020-10-24,34.02,118.22,108.0,2020-04-08,17.0,OPEN,9.04,30.0,28.0,8.0
-,0175.HK,2020-01-22,14.1,2020-11-15,18.96,34.47,29.0,2020-04-08,11.3,OPEN,-19.86,-65.0,26.0,-58.0
-,NFLX,2020-01-23,349.6,2020-08-04,491.61,40.62,53.0,2020-02-17,491.61,CLOSED,40.62,409.0,13.0,100.0
-,ASX-A2M,2020-01-23,15.31,2020-08-10,19.97,30.44,38.0,2020-04-08,17.0,OPEN,11.04,37.0,38.0,36.0
-,ASX-NAN,2020-01-28,6.83,2020-12-18,9.64,41.14,32.0,2020-04-08,6.07,OPEN,-11.13,-40.0,22.0,-27.0
-,0268.HK,2020-01-29,8.71,2020-09-12,11.65,33.75,37.0,2020-04-08,9.92,OPEN,13.89,50.0,31.0,41.0
-,NFLX,2020-01-30,347.74,2020-06-26,495.11,42.38,72.0,2020-02-17,495.11,CLOSED,42.38,593.0,12.0,100.0
-,0175.HK,2020-01-31,12.54,2020-10-23,18.85,50.32,48.0,2020-04-08,11.3,OPEN,-9.89,-37.0,26.0,-20.0
-,2208.HK,2020-01-31,8.23,2020-12-26,10.94,32.93,25.0,2020-04-08,7.23,OPEN,-12.15,-45.0,21.0,-37.0
-,0175.HK,2020-01-31,12.54,2020-11-24,16.86,34.45,29.0,2020-04-08,11.3,OPEN,-9.89,-37.0,23.0,-29.0
-,AMZN,2020-01-31,2008.72,2020-08-08,2650.71,31.96,42.0,2020-04-06,1997.59,OPEN,-0.55,-2.0,35.0,-2.0
-,0857.HK,2020-02-03,3.38,2020-10-30,5.39,59.47,56.0,2020-04-08,2.93,OPEN,-13.31,-52.0,24.0,-22.0
-,0175.HK,2020-02-03,12.6,2020-10-26,18.94,50.32,48.0,2020-04-08,11.3,OPEN,-10.32,-40.0,24.0,-21.0
-,0175.HK,2020-02-03,12.6,2020-11-27,16.94,34.44,29.0,2020-04-08,11.3,OPEN,-10.32,-40.0,22.0,-30.0
-,AMZN,2020-02-03,2004.2,2020-08-13,2651.76,32.31,42.0,2020-04-06,1997.59,OPEN,-0.33,-1.0,33.0,-1.0
-,LULU,2020-02-03,246.37,2020-10-15,324.81,31.84,31.0,2020-04-06,194.95,OPEN,-20.87,-83.0,25.0,-66.0
-,0288.HK,2020-02-04,7.45,2020-08-14,11.31,51.81,68.0,2020-04-08,7.85,OPEN,5.37,21.0,33.0,10.0
-,2208.HK,2020-02-04,8.31,2021-01-11,11.08,33.33,25.0,2020-04-08,7.23,OPEN,-13.0,-51.0,19.0,-39.0
-,0175.HK,2020-02-04,12.76,2020-10-27,19.18,50.31,48.0,2020-04-08,11.3,OPEN,-11.44,-45.0,24.0,-23.0
-,2208.HK,2020-02-04,8.31,2020-12-30,11.05,32.97,25.0,2020-04-08,7.23,OPEN,-13.0,-51.0,19.0,-39.0
-,0175.HK,2020-02-04,12.76,2020-11-28,17.16,34.48,29.0,2020-04-08,11.3,OPEN,-11.44,-45.0,21.0,-33.0
-,MA,2020-02-04,329.12,2020-11-19,428.09,30.07,26.0,2020-04-06,265.94,OPEN,-19.2,-78.0,21.0,-64.0
-,0288.HK,2020-02-05,7.66,2020-08-15,11.63,51.83,68.0,2020-04-08,7.85,OPEN,2.48,10.0,33.0,5.0
-,0175.HK,2020-02-05,13.06,2020-10-28,19.63,50.31,48.0,2020-04-08,11.3,OPEN,-13.48,-54.0,24.0,-27.0
-,0175.HK,2020-02-05,13.06,2020-11-29,17.56,34.46,29.0,2020-04-08,11.3,OPEN,-13.48,-54.0,21.0,-39.0
-,ASX-NAN,2020-02-06,7.15,2021-01-06,9.87,38.04,29.0,2020-04-08,6.07,OPEN,-15.1,-61.0,19.0,-40.0
-,ASX-REA,2020-02-07,116.9,2020-08-19,153.45,31.27,41.0,2020-04-08,82.46,OPEN,-29.46,-122.0,31.0,-94.0
-,0753.HK,2020-02-07,6.97,2021-01-30,9.24,32.57,23.0,2020-04-08,5.03,OPEN,-27.83,-115.0,17.0,-85.0
-,V,2020-02-10,205.99,2020-12-25,274.44,33.23,26.0,2020-04-06,169.44,OPEN,-17.74,-80.0,18.0,-53.0
-,ASX-A2M,2020-02-11,14.89,2020-08-01,22.17,48.89,72.0,2020-04-08,17.0,OPEN,14.17,63.0,33.0,29.0
-,V,2020-02-14,210.29,2020-12-25,282.73,34.45,28.0,2020-04-06,169.44,OPEN,-19.43,-94.0,17.0,-56.0
-,ASX-A2M,2020-02-18,15.75,2020-07-31,24.14,53.27,82.0,2020-04-08,17.0,OPEN,7.94,40.0,30.0,15.0
-,ASX-A2M,2020-02-18,15.75,2020-11-19,34.37,118.22,108.0,2020-04-08,17.0,OPEN,7.94,40.0,18.0,7.0
-,0753.HK,2020-02-20,6.98,2021-02-11,9.25,32.52,23.0,2020-04-08,5.03,OPEN,-27.94,-147.0,13.0,-86.0
-,3898.HK,2020-02-20,31.0,2020-11-29,41.29,33.19,30.0,2020-04-08,22.95,OPEN,-25.97,-136.0,17.0,-78.0
-,0857.HK,2020-02-25,3.19,2020-11-20,5.09,59.56,56.0,2020-04-08,2.93,OPEN,-8.15,-48.0,16.0,-14.0
-,MA,2020-02-28,290.25,2020-11-21,394.74,36.0,34.0,2020-04-06,265.94,OPEN,-8.38,-56.0,14.0,-23.0
-,MA,2020-02-28,290.25,2021-02-06,405.94,39.86,29.0,2020-04-06,265.94,OPEN,-8.38,-56.0,11.0,-21.0
-,1415.HK,2020-03-02,1.77,2020-12-13,2.5,41.24,36.0,2020-04-08,1.97,OPEN,11.3,77.0,13.0,27.0
-,2208.HK,2020-03-02,7.92,2021-02-06,10.56,33.33,25.0,2020-04-08,7.23,OPEN,-8.71,-59.0,11.0,-26.0
-,0857.HK,2020-03-02,3.1,2020-11-26,4.95,59.68,56.0,2020-04-08,2.93,OPEN,-5.48,-37.0,14.0,-9.0
-,2208.HK,2020-03-02,7.92,2021-01-25,10.53,32.95,25.0,2020-04-08,7.23,OPEN,-8.71,-59.0,11.0,-26.0
-,LULU,2020-03-02,228.9,2021-02-24,338.15,47.73,34.0,2020-04-06,194.95,OPEN,-14.83,-107.0,10.0,-31.0
-,XAR,2020-03-02,102.75,2020-12-20,140.68,36.91,32.0,2020-04-06,76.4,OPEN,-25.64,-185.0,12.0,-69.0
-,XAR,2020-03-02,102.75,2020-08-26,137.55,33.87,48.0,2020-04-06,76.4,OPEN,-25.64,-185.0,20.0,-76.0
-,AMZN,2020-03-02,1953.95,2021-01-24,3154.85,61.46,47.0,2020-04-06,1997.59,OPEN,2.23,16.0,11.0,4.0
-,LULU,2020-03-02,228.9,2021-02-16,353.1,54.26,39.0,2020-04-06,194.95,OPEN,-14.83,-107.0,10.0,-27.0
-,MA,2020-03-02,306.74,2020-11-24,417.17,36.0,34.0,2020-04-06,265.94,OPEN,-13.3,-96.0,13.0,-37.0
-,MA,2020-03-02,306.74,2021-02-09,429.01,39.86,29.0,2020-04-06,265.94,OPEN,-13.3,-96.0,10.0,-33.0
-,AMZN,2020-03-02,1953.95,2020-12-31,2876.41,47.21,39.0,2020-04-06,1997.59,OPEN,2.23,16.0,12.0,5.0
-,RIO,2020-03-02,48.77,2021-02-24,64.12,31.47,22.0,2020-04-06,46.34,OPEN,-4.98,-36.0,10.0,-16.0
-,RIO,2020-03-02,48.77,2021-01-20,67.83,39.08,30.0,2020-04-06,46.34,OPEN,-4.98,-36.0,11.0,-13.0
-,ASX-A2M,2020-03-03,16.13,2020-08-22,24.02,48.92,72.0,2020-04-08,17.0,OPEN,5.39,38.0,21.0,11.0
-,ASX-REA,2020-03-03,98.55,2020-12-11,131.51,33.44,30.0,2020-04-08,82.46,OPEN,-16.33,-114.0,13.0,-49.0
-,ASX-REA,2020-03-03,98.55,2020-11-24,135.48,37.47,35.0,2020-04-08,82.46,OPEN,-16.33,-114.0,14.0,-44.0
-,ASX-REA,2020-03-03,98.55,2021-01-04,137.91,39.94,33.0,2020-04-08,82.46,OPEN,-16.33,-114.0,12.0,-41.0
-,ASX-REA,2020-03-03,98.55,2020-11-07,138.15,40.18,41.0,2020-04-08,82.46,OPEN,-16.33,-114.0,14.0,-41.0
-,0173.HK,2020-03-03,3.78,2021-03-02,5.62,48.68,34.0,2020-04-08,3.35,OPEN,-11.38,-80.0,10.0,-23.0
-,2208.HK,2020-03-04,7.74,2021-01-27,10.29,32.95,25.0,2020-04-08,7.23,OPEN,-6.59,-47.0,11.0,-20.0
-,ASX-REA,2020-03-05,100.8,2020-12-13,134.51,33.44,30.0,2020-04-08,82.46,OPEN,-18.19,-135.0,12.0,-54.0
-,ASX-REA,2020-03-05,100.8,2020-11-26,138.57,37.47,35.0,2020-04-08,82.46,OPEN,-18.19,-135.0,13.0,-49.0
-,ASX-REA,2020-03-05,100.8,2021-01-06,141.06,39.94,33.0,2020-04-08,82.46,OPEN,-18.19,-135.0,11.0,-46.0
-,ASX-REA,2020-03-05,100.8,2020-11-09,141.3,40.18,41.0,2020-04-08,82.46,OPEN,-18.19,-135.0,14.0,-45.0
-,2208.HK,2020-03-05,7.96,2021-01-28,10.58,32.91,25.0,2020-04-08,7.23,OPEN,-9.17,-68.0,10.0,-28.0
-,ASX-REA,2020-03-10,97.45,2020-12-18,130.68,34.1,30.0,2020-04-08,82.46,OPEN,-15.38,-134.0,10.0,-45.0
-,ASX-REA,2020-03-10,97.45,2020-12-01,134.64,38.16,36.0,2020-04-08,82.46,OPEN,-15.38,-134.0,11.0,-40.0
-,ASX-REA,2020-03-10,97.45,2021-01-11,137.05,40.64,33.0,2020-04-08,82.46,OPEN,-15.38,-134.0,9.0,-38.0
-,ASX-REA,2020-03-10,97.45,2020-11-14,137.29,40.88,41.0,2020-04-08,82.46,OPEN,-15.38,-134.0,12.0,-38.0
-,LULU,2020-03-10,203.81,2021-03-04,302.86,48.6,34.0,2020-04-06,194.95,OPEN,-4.35,-41.0,8.0,-9.0
-,XAR,2020-03-10,92.11,2020-09-03,124.05,34.68,49.0,2020-04-06,76.4,OPEN,-17.06,-159.0,15.0,-49.0
-,DIS,2020-03-10,111.46,2020-07-03,146.41,31.36,69.0,2020-04-06,99.58,OPEN,-10.66,-99.0,23.0,-34.0
-,DIS,2020-03-10,111.46,2020-11-18,171.27,53.66,53.0,2020-04-06,99.58,OPEN,-10.66,-99.0,11.0,-20.0
-,AMZN,2020-03-10,1891.82,2021-02-01,3072.69,62.42,48.0,2020-04-06,1997.59,OPEN,5.59,52.0,8.0,9.0
-,LULU,2020-03-10,203.81,2021-02-24,316.19,55.14,40.0,2020-04-06,194.95,OPEN,-4.35,-41.0,8.0,-8.0
-,MA,2020-03-10,280.57,2020-12-02,383.82,36.8,35.0,2020-04-06,265.94,OPEN,-5.21,-49.0,10.0,-14.0
-,TSLA,2020-03-10,645.0,2020-12-21,878.88,36.26,32.0,2020-04-06,516.24,OPEN,-19.96,-186.0,9.0,-55.0
-,MA,2020-03-10,280.57,2021-02-17,394.76,40.7,30.0,2020-04-06,265.94,OPEN,-5.21,-49.0,8.0,-13.0
-,AMZN,2020-03-10,1891.82,2021-01-08,2801.41,48.08,40.0,2020-04-06,1997.59,OPEN,5.59,52.0,9.0,12.0
-,RIO,2020-03-10,45.8,2021-01-28,64.08,39.91,31.0,2020-04-06,46.34,OPEN,1.18,11.0,8.0,3.0
-,ASX-REA,2020-03-13,92.88,2020-12-21,124.55,34.1,30.0,2020-04-08,82.46,OPEN,-11.22,-109.0,9.0,-33.0
-,ASX-REA,2020-03-13,92.88,2020-12-04,128.32,38.16,36.0,2020-04-08,82.46,OPEN,-11.22,-109.0,10.0,-29.0
-,ASX-REA,2020-03-13,92.88,2021-01-14,130.63,40.64,33.0,2020-04-08,82.46,OPEN,-11.22,-109.0,8.0,-28.0
-,ASX-REA,2020-03-13,92.88,2020-11-17,130.85,40.88,41.0,2020-04-08,82.46,OPEN,-11.22,-109.0,10.0,-27.0
-,0175.HK,2020-03-13,12.86,2021-01-04,17.34,34.84,30.0,2020-04-08,11.3,OPEN,-12.13,-118.0,9.0,-35.0
-,LULU,2020-03-13,176.75,2021-03-07,262.65,48.6,34.0,2020-04-06,194.95,OPEN,10.3,108.0,7.0,21.0
-,NKE,2020-03-13,75.58,2020-12-10,104.01,37.62,35.0,2020-04-06,84.63,OPEN,11.97,126.0,9.0,32.0
-,NKE,2020-03-13,75.58,2020-11-28,103.76,37.28,36.0,2020-04-06,84.63,OPEN,11.97,126.0,9.0,32.0
-,XAR,2020-03-13,80.63,2020-09-06,108.59,34.68,49.0,2020-04-06,76.4,OPEN,-5.25,-55.0,14.0,-15.0
-,FB,2020-03-13,170.28,2020-08-17,246.17,44.57,72.0,2020-04-06,165.55,OPEN,-2.78,-29.0,15.0,-6.0
-,DIS,2020-03-13,102.52,2020-07-06,134.67,31.36,69.0,2020-04-06,99.58,OPEN,-2.87,-30.0,21.0,-9.0
-,DIS,2020-03-13,102.52,2020-11-21,157.53,53.66,53.0,2020-04-06,99.58,OPEN,-2.87,-30.0,9.0,-5.0
-,AMZN,2020-03-13,1785.0,2021-02-04,2899.2,62.42,48.0,2020-04-06,1997.59,OPEN,11.91,125.0,7.0,19.0
-,LULU,2020-03-13,176.75,2021-02-27,274.21,55.14,40.0,2020-04-06,194.95,OPEN,10.3,108.0,7.0,19.0
-,MA,2020-03-13,270.01,2020-12-05,369.37,36.8,35.0,2020-04-06,265.94,OPEN,-1.51,-16.0,9.0,-4.0
-,MA,2020-03-13,270.01,2021-02-20,379.9,40.7,30.0,2020-04-06,265.94,OPEN,-1.51,-16.0,7.0,-4.0
-,AMZN,2020-03-13,1785.0,2021-01-11,2643.23,48.08,40.0,2020-04-06,1997.59,OPEN,11.91,125.0,8.0,25.0
-,BA,2020-03-13,170.2,2021-02-05,225.94,32.75,25.0,2020-04-06,148.77,OPEN,-12.59,-132.0,7.0,-38.0
-,ASX-REA,2020-03-17,82.39,2020-12-25,110.48,34.09,30.0,2020-04-08,82.46,OPEN,0.08,1.0,8.0,0.0
-,ASX-REA,2020-03-17,82.39,2020-12-08,113.83,38.16,36.0,2020-04-08,82.46,OPEN,0.08,1.0,8.0,0.0
-,ASX-REA,2020-03-17,82.39,2021-01-18,115.87,40.64,33.0,2020-04-08,82.46,OPEN,0.08,1.0,7.0,0.0
-,ASX-REA,2020-03-17,82.39,2020-11-21,116.07,40.88,41.0,2020-04-08,82.46,OPEN,0.08,1.0,9.0,0.0
-,LULU,2020-03-17,144.88,2021-03-11,215.29,48.6,34.0,2020-04-06,194.95,OPEN,34.56,435.0,6.0,71.0
-,NKE,2020-03-17,69.84,2020-12-14,96.11,37.61,35.0,2020-04-06,84.63,OPEN,21.18,267.0,7.0,56.0
-,NKE,2020-03-17,69.84,2020-12-02,95.88,37.29,36.0,2020-04-06,84.63,OPEN,21.18,267.0,8.0,57.0
-,XAR,2020-03-17,73.49,2020-09-10,98.98,34.68,49.0,2020-04-06,76.4,OPEN,3.96,50.0,11.0,11.0
-,IXN,2020-03-17,174.11,2020-12-05,230.03,32.12,31.0,2020-04-06,189.22,OPEN,8.68,109.0,8.0,27.0
-,LULU,2020-03-17,144.88,2021-03-03,224.77,55.14,40.0,2020-04-06,194.95,OPEN,34.56,435.0,6.0,63.0
-,ITA,2020-03-17,137.05,2021-02-16,187.48,36.8,28.0,2020-04-06,146.86,OPEN,7.16,90.0,6.0,19.0
-,FB,2020-03-18,146.96,2020-08-22,212.46,44.57,72.0,2020-04-06,165.55,OPEN,12.65,168.0,12.0,28.0
-,TSLA,2020-03-19,427.64,2020-11-05,621.83,45.41,50.0,2020-04-06,516.24,OPEN,20.72,290.0,8.0,46.0
-,LULU,2020-03-19,154.86,2021-03-13,230.12,48.6,34.0,2020-04-06,194.95,OPEN,25.89,362.0,5.0,53.0
-,NKE,2020-03-19,70.34,2020-12-16,96.8,37.62,35.0,2020-04-06,84.63,OPEN,20.32,284.0,7.0,54.0
-,NKE,2020-03-19,70.34,2020-12-04,96.57,37.29,36.0,2020-04-06,84.63,OPEN,20.32,284.0,7.0,54.0
-,XAR,2020-03-19,68.35,2020-09-12,92.05,34.67,49.0,2020-04-06,76.4,OPEN,11.78,165.0,10.0,34.0
-,FB,2020-03-19,153.13,2020-08-23,221.38,44.57,72.0,2020-04-06,165.55,OPEN,8.11,114.0,11.0,18.0
-,LULU,2020-03-19,154.86,2021-03-05,240.25,55.14,40.0,2020-04-06,194.95,OPEN,25.89,362.0,5.0,47.0
-,TSLA,2020-03-19,427.64,2020-12-30,582.7,36.26,32.0,2020-04-06,516.24,OPEN,20.72,290.0,6.0,57.0
-,ASX-REA,2020-03-20,75.69,2020-12-28,101.5,34.1,30.0,2020-04-08,82.46,OPEN,8.94,119.0,7.0,26.0
-,ASX-REA,2020-03-20,75.69,2020-12-11,104.57,38.16,36.0,2020-04-08,82.46,OPEN,8.94,119.0,7.0,23.0
-,ASX-REA,2020-03-20,75.69,2021-01-21,106.45,40.64,33.0,2020-04-08,82.46,OPEN,8.94,119.0,6.0,22.0
-,ASX-REA,2020-03-20,75.69,2020-11-24,106.63,40.88,41.0,2020-04-08,82.46,OPEN,8.94,119.0,8.0,22.0
-,0288.HK,2020-03-20,6.32,2020-09-27,9.62,52.22,69.0,2020-04-08,7.85,OPEN,24.21,321.0,10.0,46.0
-,2208.HK,2020-03-20,6.46,2021-02-24,8.64,33.75,25.0,2020-04-08,7.23,OPEN,11.92,158.0,6.0,35.0
-,0288.HK,2020-03-20,6.32,2020-10-12,9.51,50.47,62.0,2020-04-08,7.85,OPEN,24.21,321.0,9.0,48.0
-,0175.HK,2020-03-20,10.96,2020-11-01,20.95,91.15,102.0,2020-04-08,11.3,OPEN,3.1,41.0,8.0,3.0
-,2208.HK,2020-03-20,6.46,2020-09-30,9.79,51.55,67.0,2020-04-08,7.23,OPEN,11.92,158.0,10.0,23.0
-,0175.HK,2020-03-20,10.96,2020-12-10,16.53,50.82,48.0,2020-04-08,11.3,OPEN,3.1,41.0,7.0,6.0
-,2208.HK,2020-03-20,6.46,2021-02-12,8.62,33.44,26.0,2020-04-08,7.23,OPEN,11.92,158.0,6.0,36.0
-,0175.HK,2020-03-20,10.96,2021-01-11,14.78,34.85,30.0,2020-04-08,11.3,OPEN,3.1,41.0,6.0,9.0
